index;playlist;population;predicted100;predicted200;predicted500
0;012f3c51-f4f4-3ad6-b4f5-3cb54e9133a5;9;0.6666666666666666;0.8888888888888888;1.4444444444444444
1;01777d7e-2538-3d90-a334-90a38cc5613a;16;0.5625;1.375;3.1875
2;02021595-3e12-37c0-9c64-756dd47d8122;14;0.9285714285714286;1.0714285714285714;3.2142857142857144
3;02930d8d-adbf-3d1a-ba82-f17772f51951;7;0.14285714285714285;0.8571428571428571;1.4285714285714286
4;067a98a5-6c8a-3605-9003-606d57650fab;12;0.5833333333333334;1.1666666666666667;2.5
5;06c7ef9c-9fcc-3f66-8ba2-9bb1a76c91cc;10;0.7;1.0;2.3
6;07ed5731-0f0e-3706-be9b-80edb2652110;10;0.4;0.5;1.3
7;08be7c1c-7ac3-3830-bf9c-7fd5efafdbba;7;0.14285714285714285;0.5714285714285714;1.4285714285714286
8;08c478e2-5750-3821-9733-e14efc7ad8cd;15;0.5333333333333333;1.0;2.8
9;0a959e2e-64d1-35c0-b7ab-945524b4de92;8;0.25;0.75;1.375
10;0b630451-13fe-38ce-b058-fa3371d3d2ba;11;0.6363636363636364;0.8181818181818182;2.090909090909091
11;10086d2c-bc39-39aa-a7f0-8ca19832c88a;15;0.26666666666666666;0.7333333333333333;2.8
12;10a83055-bc78-390a-93c7-ef2a437412f9;8;0.5;0.625;1.875
13;10fb18a1-97f9-3eff-8451-4398fdff3667;9;0.1111111111111111;0.7777777777777778;1.4444444444444444
14;11a42146-be5b-3c52-b1e5-8b7bb7bab77d;11;0.6363636363636364;1.3636363636363635;2.3636363636363638
15;136637ff-fb91-3a02-9a9a-0a470eea8a62;17;0.5882352941176471;1.3529411764705883;2.9411764705882355
16;13be0b7e-efe0-3e80-822b-aa9ba1176408;19;0.5789473684210527;1.3157894736842106;3.263157894736842
17;143da8c1-e5ba-316b-9e03-2f9cc368797b;15;0.4666666666666667;1.0666666666666667;2.2666666666666666
18;163468dd-41cc-3818-a874-c867959fe603;28;1.1785714285714286;2.4642857142857144;5.928571428571429
19;17663ce2-091a-37d4-88f2-f44a836ec78b;8;0.125;0.875;1.5
20;17794640-9475-3cca-8772-1ce772fe4955;8;0.5;1.0;1.875
21;18111b19-4e0d-3395-9a4b-89ed3e86e4cb;12;0.4166666666666667;1.0833333333333333;2.5833333333333335
22;18319ec1-84b0-31a2-b12c-2b901ea289b9;13;0.46153846153846156;1.1538461538461537;2.6153846153846154
23;1a4221d2-8f23-3ba5-95e7-37a102d8fbd9;9;0.2222222222222222;0.6666666666666666;1.6666666666666667
24;1a984cff-9784-3c3a-910c-c8fa432908bd;9;0.3333333333333333;0.5555555555555556;1.4444444444444444
25;1c69d03e-7366-370c-a738-5544cd86f85e;26;1.1923076923076923;2.1153846153846154;4.884615384615385
26;1d6918f9-4d93-32ec-96ce-953ca4fb5314;9;0.0;0.3333333333333333;1.2222222222222223
27;1e859655-3d35-3c31-9fb6-53ae21ddc1fe;7;0.5714285714285714;0.7142857142857143;1.7142857142857142
28;1f331cd5-0328-3ab0-b4c2-5c14f3173ae2;10;0.1;0.5;1.5
29;1f3c367f-e2f8-3117-949e-90608877bbec;11;0.36363636363636365;0.7272727272727273;2.1818181818181817
30;21a2603d-10a5-3ed8-86b9-09fdbe6d0955;9;0.2222222222222222;0.8888888888888888;2.0
31;22251a1b-56fe-3530-9139-b38368d8aa6d;7;0.0;0.42857142857142855;1.0
32;226b4f2d-7223-30bf-8d38-e3e6b3b87690;7;0.0;0.42857142857142855;0.8571428571428571
33;23ae7213-db73-3f1f-b58e-68701e38715f;12;0.4166666666666667;1.5;2.6666666666666665
34;28064cdd-57c7-3ea1-9d1a-718f996d4185;21;0.8571428571428571;1.3333333333333333;3.9523809523809526
35;28a80d2c-858b-3141-b8eb-7429de28cf25;11;0.2727272727272727;0.45454545454545453;2.090909090909091
36;2a266c1f-dbf6-3272-bfb1-b762b7721025;18;0.5;1.4444444444444444;3.7222222222222223
37;2bcc92f2-8633-35a6-96dc-b1b140f125c4;24;0.5833333333333334;1.5;4.541666666666667
38;2d3384a5-3e2b-3d8f-999e-862924dd6470;7;0.14285714285714285;0.8571428571428571;1.8571428571428572
39;2e72f61c-847d-3138-9dec-5c8f3fc9dd0e;8;0.25;0.75;1.875
40;2ebcf520-926c-36d2-9fba-145194533653;16;0.4375;1.125;3.4375
41;3395fdb9-e568-3ee8-b71a-eecd639da2fc;7;0.2857142857142857;0.2857142857142857;1.2857142857142858
42;33a13126-29a9-3448-9df2-1e1f58b09602;10;0.5;1.3;2.4
43;343bd614-a12a-39a3-be31-03c55b8def5f;15;0.6;1.6;3.4
44;3591c761-d53a-3b64-ae6f-852386486969;7;0.14285714285714285;0.42857142857142855;1.1428571428571428
45;398c4d1d-fe02-3f33-bf36-316166b12a9d;11;0.36363636363636365;0.6363636363636364;1.4545454545454546
46;39b64fd6-fd32-3cab-a26a-fa2505d46bfe;9;0.4444444444444444;0.6666666666666666;1.7777777777777777
47;3b5b76dc-46cc-368e-90e7-6cb600dd25a1;10;0.3;0.6;2.6
48;3b90d983-8d98-3285-acdc-cdeef7589cd5;9;0.5555555555555556;0.8888888888888888;2.111111111111111
49;3bc424ef-ca48-371a-8263-2338973174f1;10;0.2;0.7;1.3
50;3d422753-2614-3481-9116-ba20ff17c549;8;0.25;0.5;2.0
51;3d5555a6-1cae-303f-81ce-dd5e829d2d82;12;0.5;0.9166666666666666;2.4166666666666665
52;3d5719e9-32ae-3ff8-99d0-bc10104840a7;25;0.96;1.96;4.52
53;3db825a1-af77-3c0a-9bdd-ce306d84186f;7;0.2857142857142857;0.2857142857142857;1.0
54;3e14c46d-bef9-3e54-894a-11afc6b153d8;11;0.09090909090909091;0.5454545454545454;1.9090909090909092
55;40569b85-aaf6-33d9-a06d-4ad104e11ddb;7;0.0;0.5714285714285714;1.2857142857142858
56;41ed6e0e-cab2-3824-9338-79968a33bc9e;10;0.6;0.9;2.2
57;427d2f06-c64f-3417-a133-9f2eb879e103;12;0.8333333333333334;1.9166666666666667;2.75
58;4553ef54-fe47-35d7-af9a-11a1086c1140;8;0.375;1.0;1.875
59;46f41c60-5f40-3080-b4bf-97f27b4d79e4;7;0.8571428571428571;1.0;1.4285714285714286
60;47fbc5cc-548a-3301-bb00-b25ba8c8efe5;16;0.4375;0.75;2.5
61;4861b687-7eff-3430-84f4-32d6fb05a8fc;16;0.375;0.9375;2.625
62;4905534d-dd8c-32f0-be9d-1cf9782c764a;7;0.42857142857142855;0.7142857142857143;1.0
63;4afa5d7c-c7ef-34a2-bcae-93f17daf159f;12;0.4166666666666667;0.9166666666666666;2.5
64;4cacc3fb-304d-370b-b0f0-9c84830c3e00;8;0.25;0.625;1.75
65;4ebf19ab-9d83-3a01-9af6-dcecaa2d0b88;8;0.125;0.625;1.625
66;52ecab75-766b-3ada-9159-025de3523070;9;0.1111111111111111;0.5555555555555556;1.6666666666666667
67;52ef5cae-8346-3273-8898-ef6b9b9c0662;13;0.3076923076923077;0.5384615384615384;1.3846153846153846
68;546e2e28-c51a-34e8-b47d-4975b8af473c;18;0.6111111111111112;1.2222222222222223;3.111111111111111
69;56139b05-eaf1-367a-9319-ebd29ffd2800;10;0.5;1.0;2.6
70;56391370-26a3-362c-b698-9573a9e26b59;11;0.5454545454545454;1.1818181818181819;2.8181818181818183
71;56d30a2a-d083-30ff-82cd-61009f033469;18;0.5555555555555556;1.1666666666666667;2.8333333333333335
72;571327c9-d549-3433-9e67-94c59d3441e3;7;0.2857142857142857;0.2857142857142857;1.0
73;5757329a-cf4c-3606-97da-e58f6265556d;10;0.3;0.5;1.6
74;5a36546b-4039-353f-ac86-b5130a919bb4;14;0.5714285714285714;1.2857142857142858;2.9285714285714284
75;5c1a2b6d-2d0c-3f4f-87ad-fa7536eea695;7;0.0;0.2857142857142857;1.5714285714285714
76;5c2c97d2-9e6a-3780-8dd7-ca098738571a;12;0.16666666666666666;1.0;3.25
77;5d131e0c-6c0c-3e28-90e3-bc8c2903f83c;11;0.5454545454545454;1.1818181818181819;2.3636363636363638
78;5dd5c413-a56b-3368-82a0-796e70f4219d;8;0.0;0.375;1.375
79;5e86d896-32bf-3f81-908a-1d5683a22a78;11;0.18181818181818182;0.6363636363636364;2.0
80;600c0b6e-804a-3030-87b1-fe88d892bd76;10;0.6;1.1;1.7
81;60655efd-ac6b-3a7e-997a-46f51f9d5874;27;1.2962962962962963;2.3703703703703702;6.185185185185185
82;625f7fb1-ff4e-3e64-b0e3-0b4e6c1b6583;11;0.18181818181818182;0.6363636363636364;1.7272727272727273
83;626d6890-9445-31fd-aa60-228eb953377a;7;0.2857142857142857;0.5714285714285714;1.2857142857142858
84;62fe6bf3-c2e0-300c-91bb-317566305a3a;10;0.5;0.7;1.8
85;64563dcd-5a5b-32a5-adfd-8468faf8b3c5;19;1.0526315789473684;1.6842105263157894;3.736842105263158
86;65cf6b18-0813-33da-9a2c-68e6acb355e5;20;0.55;1.1;3.95
87;669e0276-b448-3f3c-9feb-769cd11d52b0;19;1.0526315789473684;1.8421052631578947;4.105263157894737
88;69cd6d11-beb5-31cb-9754-d872139e0124;25;1.0;1.92;4.72
89;6a127f4e-3e1a-3bf3-8575-b6d8d0d3638b;8;0.375;0.625;1.5
90;6aaa1610-cdfa-39da-ac09-f43a2707b5d1;7;0.42857142857142855;0.5714285714285714;1.8571428571428572
91;6cb674ba-5ba4-3666-ba77-f8fabae27bf8;11;0.36363636363636365;0.9090909090909091;1.6363636363636365
92;6cd08e19-61c1-33f7-9c15-c0877cc91ccc;7;0.5714285714285714;0.8571428571428571;1.4285714285714286
93;6cd93b69-bde0-3cee-a855-9cf5743d9df6;13;0.6923076923076923;1.0;2.5384615384615383
94;6d34def0-984b-36f9-9896-d12eda9c56d8;11;0.2727272727272727;0.7272727272727273;2.272727272727273
95;6e93157c-63d9-3a07-9e2d-818ea2d10ebc;7;0.14285714285714285;0.5714285714285714;1.5714285714285714
96;6eb33ef0-3785-378e-839e-69863433f784;13;0.23076923076923078;0.9230769230769231;2.3846153846153846
97;6efa48d8-ffd5-3b23-8d69-0380a25a7208;14;0.35714285714285715;0.8571428571428571;2.2857142857142856
98;70b4a6c8-0ade-3045-abc4-1a5a59827927;10;0.3;0.7;2.1
99;726cf0af-bfa9-3f0d-8e83-d20ddd9427ff;8;0.125;0.5;1.0
100;74002bb6-c882-3c7f-a580-5d97e13999f3;8;0.125;0.25;1.25
101;750d1152-1c68-30a4-b329-e6d874abc57c;8;0.375;0.375;0.625
102;75619e0a-8c22-3718-9446-d736fdadb21c;7;0.14285714285714285;0.2857142857142857;1.1428571428571428
103;7608dce7-69d9-3e9c-b7e7-3371d772ace2;12;0.08333333333333333;0.75;2.5833333333333335
104;769a0e5d-6db0-31f7-bdad-532aac859370;20;0.55;1.0;3.2
105;7705bb3d-d4e5-3e83-8537-4794e21f24d9;7;0.5714285714285714;0.7142857142857143;1.4285714285714286
106;77c7bfa8-0778-3e59-b1f2-b00efaeb023c;10;0.5;1.3;2.0
107;7856d8a0-3aef-3e2f-b806-c46ee6a43fa5;8;0.5;0.625;1.0
108;79f4b46e-bd0a-3ce0-a542-151846b9a8f0;14;0.21428571428571427;0.5714285714285714;2.142857142857143
109;7a9e4073-8fac-3146-a3e1-5618152bcba0;8;0.25;0.75;1.5
110;7dec5a9b-8bdd-39b9-8e01-87232a1e7420;8;0.5;0.5;1.625
111;7e3cd6e7-b734-378b-a9ec-ca7131b0cea7;13;0.15384615384615385;0.5384615384615384;1.8461538461538463
112;7edded0f-88c2-3f4f-aaac-75805f3dcc7a;14;0.6428571428571429;1.0714285714285714;2.7857142857142856
113;8302afe8-efba-36a2-a6b6-710633d996ed;12;0.75;1.1666666666666667;2.8333333333333335
114;8427de1f-8e69-3fa5-ab72-3c68e97fcc36;7;0.0;0.42857142857142855;1.0
115;84bf9d3f-369e-37fb-9634-e63d8738e8df;10;0.5;0.8;2.6
116;85397dd1-dae9-3e89-9631-c58583d850ba;25;1.4;2.28;5.28
117;853c7da1-1050-34f8-8f12-f5a1b4173b1a;11;0.18181818181818182;0.8181818181818182;2.4545454545454546
118;85744043-77f6-3bc4-ac1f-1bdeb1a1b6e3;8;0.25;0.75;1.125
119;85b74d6f-ac92-33ee-a493-9a3a09c27ff2;17;0.29411764705882354;0.7058823529411765;2.764705882352941
120;8705731c-821c-3e56-bd31-29546f7d0e70;12;0.5833333333333334;1.0833333333333333;2.5
121;87f814dd-9a95-38ad-b604-f19aa2bda7c8;12;0.3333333333333333;0.5833333333333334;1.4166666666666667
122;8a41ec1b-b43c-3d1b-9d38-8613234d916f;10;0.4;1.0;2.2
123;8a75afa9-f282-3e8c-9466-d0c923b303ac;9;0.3333333333333333;0.7777777777777778;1.5555555555555556
124;8acc53bf-5c97-3672-b0ee-dba74928d400;10;0.2;0.6;1.9
125;8b49dddc-ffd8-3d45-bc3d-74eeb483aa39;8;0.125;0.875;1.875
126;8c40e870-c24a-3d1c-ae15-8550e8fa0655;8;0.375;0.625;1.25
127;8c79a52a-1740-3c6e-8371-21e160e3ba9f;9;0.2222222222222222;0.7777777777777778;1.3333333333333333
128;8c945d1b-8779-3483-82f6-0c33166d16ae;7;0.42857142857142855;0.5714285714285714;1.1428571428571428
129;8fa7a365-dc2b-3faf-bdae-2debb2eb8d15;24;1.125;2.0;5.166666666666667
130;901b488c-e0b5-37de-9852-95957816f511;13;0.46153846153846156;1.2307692307692308;2.3846153846153846
131;92a8254b-ec6c-379c-a349-be295d28aa83;8;0.5;1.0;1.375
132;95ae98e1-6fd7-3ac6-b265-6c78a3b14205;11;0.5454545454545454;0.9090909090909091;2.3636363636363638
133;97a03d53-d2bf-3777-8538-72bbb33f746e;27;0.7407407407407407;1.8148148148148149;5.555555555555555
134;97e99afd-42e7-3c3a-9b45-f768f7f6a986;9;0.7777777777777778;1.3333333333333333;2.5555555555555554
135;98681c12-da5c-30c7-a27f-ecd1b28ec5e4;17;0.7647058823529411;1.411764705882353;2.9411764705882355
136;998f84db-7bdc-32a7-8e47-738d7f3f7666;11;0.09090909090909091;0.8181818181818182;2.090909090909091
137;9b3bb1a6-2e49-36ba-bebe-3634fecd34d7;7;0.14285714285714285;0.2857142857142857;0.7142857142857143
138;9b659b22-488d-3dd7-b061-aa57cdfd6cdb;20;0.6;1.65;4.1
139;9c044764-10cd-353f-a753-2091461a5aed;11;0.18181818181818182;0.6363636363636364;1.9090909090909092
140;9cd32e51-4e68-39d5-bb13-485956fa70b8;8;0.625;1.0;1.625
141;9d74d79a-4aa2-35c7-ab9c-f4e4189fe8d8;10;0.4;0.9;1.7
142;9d8d9a18-7b74-3a74-a54a-57acc4347ef7;7;0.0;0.14285714285714285;0.8571428571428571
143;9d8eaf73-9182-399f-9e93-748cacdc82b8;8;0.125;0.25;1.25
144;9db2e133-7efb-35d6-baf1-823aedbc7acf;14;0.5714285714285714;1.1428571428571428;2.642857142857143
145;9ea65769-a794-302a-a40f-77451cdb659f;12;0.5833333333333334;0.9166666666666666;2.6666666666666665
146;9f4ac172-c34e-3a2a-a294-e7045b77367b;10;0.5;1.0;1.8
147;a25b7461-1640-3cdf-94f0-0458d356b8a2;8;0.125;0.25;1.125
148;a2d3f57e-626c-3a67-b82e-24c81195b4de;7;0.14285714285714285;0.2857142857142857;1.5714285714285714
149;a4f5247e-c828-3fe4-a433-be1a2198d70f;9;0.6666666666666666;1.3333333333333333;2.5555555555555554
150;a638019b-f8fb-3dbf-a608-f72e5c9aa765;10;0.4;0.6;1.6
151;ac5b81bb-f334-369b-a966-4c60aba3f347;7;0.5714285714285714;0.7142857142857143;1.1428571428571428
152;ae404204-1438-3118-bcbe-28c7b4880ccc;10;0.3;0.6;1.7
153;af7a9dd6-b79d-341a-bd2c-37426226c8a8;8;0.25;0.5;1.125
154;b0e1ff02-4443-32c2-94dd-02f70235a8de;7;0.5714285714285714;0.5714285714285714;1.7142857142857142
155;b145410a-1e1c-355e-91d7-43723af8a188;9;0.3333333333333333;0.4444444444444444;1.4444444444444444
156;b1b4932a-9fa2-3e39-8c45-e72c6e287b7b;19;0.7894736842105263;1.4210526315789473;3.210526315789474
157;b1b65a13-dc13-31a9-9157-00491d706217;11;0.7272727272727273;1.0909090909090908;2.5454545454545454
