http://data.doremus.org/expression/9917a798-900b-3ba1-bf68-5caafb10030a http://data.doremus.org/expression/b8c14fa5-f419-31de-a1df-04667d3321f2 1
http://data.doremus.org/expression/beb82edf-ce6f-3b58-8ffd-502c82e5afa0 http://data.doremus.org/expression/b8c14fa5-f419-31de-a1df-04667d3321f2 1
http://data.doremus.org/expression/beb82edf-ce6f-3b58-8ffd-502c82e5afa0 http://data.doremus.org/expression/9917a798-900b-3ba1-bf68-5caafb10030a 1
http://data.doremus.org/expression/ad80f42a-65f5-32f6-854f-5f9e6696023b http://data.doremus.org/expression/b8c14fa5-f419-31de-a1df-04667d3321f2 1
http://data.doremus.org/expression/ad80f42a-65f5-32f6-854f-5f9e6696023b http://data.doremus.org/expression/9917a798-900b-3ba1-bf68-5caafb10030a 1
http://data.doremus.org/expression/ad80f42a-65f5-32f6-854f-5f9e6696023b http://data.doremus.org/expression/beb82edf-ce6f-3b58-8ffd-502c82e5afa0 1
http://data.doremus.org/expression/3db25e06-c626-3610-ab39-4c72c1431706 http://data.doremus.org/expression/9917a798-900b-3ba1-bf68-5caafb10030a 1
http://data.doremus.org/expression/3db25e06-c626-3610-ab39-4c72c1431706 http://data.doremus.org/expression/beb82edf-ce6f-3b58-8ffd-502c82e5afa0 1
http://data.doremus.org/expression/3db25e06-c626-3610-ab39-4c72c1431706 http://data.doremus.org/expression/ad80f42a-65f5-32f6-854f-5f9e6696023b 1
http://data.doremus.org/expression/a833786e-6927-3692-a09b-e106558039fc http://data.doremus.org/expression/9917a798-900b-3ba1-bf68-5caafb10030a 1
http://data.doremus.org/expression/a833786e-6927-3692-a09b-e106558039fc http://data.doremus.org/expression/beb82edf-ce6f-3b58-8ffd-502c82e5afa0 1
http://data.doremus.org/expression/a833786e-6927-3692-a09b-e106558039fc http://data.doremus.org/expression/ad80f42a-65f5-32f6-854f-5f9e6696023b 1
http://data.doremus.org/expression/a833786e-6927-3692-a09b-e106558039fc http://data.doremus.org/expression/3db25e06-c626-3610-ab39-4c72c1431706 1
http://data.doremus.org/expression/a833786e-6927-3692-a09b-e106558039fc http://data.doremus.org/expression/39cbc942-42af-3d0f-b1b2-0e7cd5baf999 1
http://data.doremus.org/expression/a833786e-6927-3692-a09b-e106558039fc http://data.doremus.org/expression/75ade3fb-57d6-3beb-976e-e7718fd79999 1
http://data.doremus.org/expression/a833786e-6927-3692-a09b-e106558039fc http://data.doremus.org/expression/39cbc942-42af-3d0f-b1b2-0e7cd5baf999 1
http://data.doremus.org/expression/cbd9dcfe-825b-3d10-90b2-9a2c3912a4e7 http://data.doremus.org/expression/9917a798-900b-3ba1-bf68-5caafb10030a 1
http://data.doremus.org/expression/cbd9dcfe-825b-3d10-90b2-9a2c3912a4e7 http://data.doremus.org/expression/beb82edf-ce6f-3b58-8ffd-502c82e5afa0 1
http://data.doremus.org/expression/cbd9dcfe-825b-3d10-90b2-9a2c3912a4e7 http://data.doremus.org/expression/ad80f42a-65f5-32f6-854f-5f9e6696023b 1
http://data.doremus.org/expression/cbd9dcfe-825b-3d10-90b2-9a2c3912a4e7 http://data.doremus.org/expression/3db25e06-c626-3610-ab39-4c72c1431706 1
http://data.doremus.org/expression/cbd9dcfe-825b-3d10-90b2-9a2c3912a4e7 http://data.doremus.org/expression/a833786e-6927-3692-a09b-e106558039fc 1
http://data.doremus.org/expression/cbd9dcfe-825b-3d10-90b2-9a2c3912a4e7 http://data.doremus.org/expression/39cbc942-42af-3d0f-b1b2-0e7cd5baf999 1
http://data.doremus.org/expression/cbd9dcfe-825b-3d10-90b2-9a2c3912a4e7 http://data.doremus.org/expression/75ade3fb-57d6-3beb-976e-e7718fd79999 1
http://data.doremus.org/expression/cbd9dcfe-825b-3d10-90b2-9a2c3912a4e7 http://data.doremus.org/expression/39cbc942-42af-3d0f-b1b2-0e7cd5baf999 1
http://data.doremus.org/expression/75ade3fb-57d6-3beb-976e-e7718fd79999 http://data.doremus.org/expression/39cbc942-42af-3d0f-b1b2-0e7cd5baf999 1
http://data.doremus.org/expression/39cbc942-42af-3d0f-b1b2-0e7cd5baf999 http://data.doremus.org/expression/39cbc942-42af-3d0f-b1b2-0e7cd5baf999 1
http://data.doremus.org/expression/39cbc942-42af-3d0f-b1b2-0e7cd5baf999 http://data.doremus.org/expression/75ade3fb-57d6-3beb-976e-e7718fd79999 1
http://data.doremus.org/expression/d3733367-3e00-3260-8f99-959384832a1a http://data.doremus.org/expression/6f323a52-ae94-360c-85c7-a7419018d544 1
http://data.doremus.org/expression/8f7690bf-c56d-331c-9914-606c2b3e3315 http://data.doremus.org/expression/84d2bfea-ab0d-3892-b010-b9f6dad4e41e 1
http://data.doremus.org/expression/2f00cfba-6b92-3794-93c2-832d8e25c21d http://data.doremus.org/expression/84d2bfea-ab0d-3892-b010-b9f6dad4e41e 1
http://data.doremus.org/expression/2f00cfba-6b92-3794-93c2-832d8e25c21d http://data.doremus.org/expression/8f7690bf-c56d-331c-9914-606c2b3e3315 1
http://data.doremus.org/expression/fc30b31f-b875-31a9-8227-38a53b01f1e2 http://data.doremus.org/expression/84d2bfea-ab0d-3892-b010-b9f6dad4e41e 1
http://data.doremus.org/expression/fc30b31f-b875-31a9-8227-38a53b01f1e2 http://data.doremus.org/expression/8f7690bf-c56d-331c-9914-606c2b3e3315 1
