0748 http://data.doremus.org/expression/54f3816c-11bb-38e6-bbc3-7b2a7aea15ac 1 0
0748 http://data.doremus.org/expression/ec9a07b7-e0e7-3546-9991-42e45962aeff 1 0
0748 http://data.doremus.org/expression/d8fdeb14-6137-3164-b433-64f78bf06ad3 1 0
0748 http://data.doremus.org/expression/238d7e0b-35b4-3129-9fef-8cbde76bf363 1 0
0748 http://data.doremus.org/expression/05405c91-13b1-3336-887c-0343a4612095 1 0
0748 http://data.doremus.org/expression/da8512aa-1f4e-372c-8683-2141badc707b 1 0
0748 http://data.doremus.org/expression/b08b3381-de0d-30e2-8f7c-38ed443a22ae 1 0
0748 http://data.doremus.org/expression/4e71852f-a47d-37bf-a9a2-e2031f39b34c 1 0
0748 http://data.doremus.org/expression/2467de37-2b88-3214-9ceb-d21721c26daa 1 0
0748 http://data.doremus.org/expression/6a857499-25b4-3eb4-a192-7709b971a6df 1 0
0748 http://data.doremus.org/expression/ce7d8df9-e636-3bcc-863a-7b57fd86aa78 1 0
0748 http://data.doremus.org/expression/47aee730-4342-32c8-927d-be84ba1d72b0 1 0
0748 http://data.doremus.org/expression/9d426306-b37c-38c0-8990-2fd83840144f 1 0
0748 http://data.doremus.org/expression/a831b126-d630-397e-ae1f-6c258a99d032 1 0
0748 http://data.doremus.org/expression/24ff2e9a-199c-3623-968b-ecf9b54cdcc4 1 0
0748 http://data.doremus.org/expression/c4caf072-c76a-3452-a815-d05b12623c0c 1 0
0748 http://data.doremus.org/expression/d52ba9f1-d912-3bc0-8ab0-3b03ca5d2e61 1 0
0748 http://data.doremus.org/expression/a832ab7a-1cdc-385f-a4a6-d6c012ba9a0a 1 0
0748 http://data.doremus.org/expression/5cb0fac2-027d-3bf1-8abc-69a9e890ee84 1 0
0748 http://data.doremus.org/expression/056250a5-6140-3ba1-8d96-bb9ca1f62d1d 1 0
0748 http://data.doremus.org/expression/285c4c34-5284-3b9f-9281-715033304f92 1 0
1 http://data.doremus.org/expression/82291aed-4304-3d59-8683-3b2f5e9ece4c 1 0
1 http://data.doremus.org/expression/ccb1a51a-bcf7-3b4b-983a-5996918c17fc 1 0
1 http://data.doremus.org/expression/a92e4136-1b13-318c-9dcc-921b208d3822 1 0
1 http://data.doremus.org/expression/19c80089-0c57-3c82-b71d-7440c974feaf 1 0
1 http://data.doremus.org/expression/77bfcd0f-bdf7-302c-a988-86e760e19846 1 0
1 http://data.doremus.org/expression/cb91cd9b-524e-3ef9-a025-c2696f11ee00 1 0
1 http://data.doremus.org/expression/11353367-0287-309d-becd-afd9837fe8ff 1 0
1 http://data.doremus.org/expression/9c2a45f3-fed4-35b3-9bc5-ab7a023eadaa 1 0
1 http://data.doremus.org/expression/22ba831e-c1ce-3150-96ce-d733e0d9637b 1 0
1 http://data.doremus.org/expression/8e662278-74ea-305f-9e17-cfc290d273d5 1 0
1 http://data.doremus.org/expression/4fa4e5c1-d417-3369-ac08-4f37d5c69ae3 1 0
1 http://data.doremus.org/expression/9ce5679d-1aa4-307c-85ae-b24b36692fb3 1 0
1 http://data.doremus.org/expression/dc6ea9c6-88fa-3f87-80a2-a3b4fa3c0ad5 1 0
1 http://data.doremus.org/expression/06af3da8-b3ae-3ab4-a622-808bec39348f 1 0
1 http://data.doremus.org/expression/c69faef6-b58c-3d32-9a82-449add7156ab 1 0
1 http://data.doremus.org/expression/d29d6a19-097b-321f-955b-65f52c433fc6 1 0
1 http://data.doremus.org/expression/ecf3b223-a29f-3747-8187-2a797831d668 1 0
1 http://data.doremus.org/expression/b0c41a34-34c1-3c3c-ba1b-6c43bd3fcc4a 1 0
1 http://data.doremus.org/expression/6f2f1ce7-ecc6-3d76-8b87-296a91bb7ff6 1 0
1 http://data.doremus.org/expression/59608d44-4470-316b-9dee-81c10db4f511 1 0
1 http://data.doremus.org/expression/10f78a15-c5ad-36e6-a9ee-4056e88e2ac3 1 0
1 http://data.doremus.org/expression/58b431bb-084c-3a92-9dca-34853a403ddb 1 0
27139 http://data.doremus.org/expression/0d2982c3-c433-3eb9-8563-5a75ee54d8d9 1 0
27139 http://data.doremus.org/expression/94113eb1-efad-38b1-b12a-28bb0cecd676 1 0
27139 http://data.doremus.org/expression/c815fcab-4b74-331b-b64c-25813fa7de9d 1 0
27139 http://data.doremus.org/expression/b0c41a34-34c1-3c3c-ba1b-6c43bd3fcc4a 1 0
27139 http://data.doremus.org/expression/45f1cda9-3f08-3189-ba54-4b665f76ce1e 1 0
27139 http://data.doremus.org/expression/18d386f5-53e8-3381-99f4-fdc4404deee7 1 0
