channel,id,datetime,duration,composer,title,album,publication,instrumental,genre,interpreter,mop,best,best_matching_score,composer_uri
407,37,2017-04-17T13:33:31+02:00,00:02:32:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : La pampinosa vite (Acte II Sc 6) Antinoüs Amphinomos et Pisandro,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,38,2017-04-17T13:36:03+02:00,00:01:02:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Non voglio amare (Acte II Sc 6) Pénélope,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/c082229f-4143-32b5-aab2-8b665e9a28f1,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,39,2017-04-17T13:37:05+02:00,00:00:56:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : All' allegrezze (Acte II Sc 6) Antinoüs Amphinomos et Pisandro,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,40,2017-04-17T13:38:01+02:00,00:01:03:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Apportator d'alte novelle (Acte II Sc 7) Eumée et Pénélope,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,41,2017-04-17T13:39:04+02:00,00:02:43:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Compagni udiste (Acte II Sc 8) Antinoüs Amphinomos et Pisandro,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,42,2017-04-17T13:41:47+02:00,00:02:10:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Chi dall' alto n'ascolta (Acte II Sc 8) Eurimaque Antinoüs Amphinomos et Pisandro,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,43,2017-04-17T13:43:57+02:00,00:00:59:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Amor è un' armonia (Acte II Sc 8) Antinoüs Amphinomos et Pisandro,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/c082229f-4143-32b5-aab2-8b665e9a28f1,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,44,2017-04-17T13:44:56+02:00,00:02:55:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Perir non puo (Acte II Sc 9) Ulysse et Minerve,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,,,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,45,2017-04-17T13:47:51+02:00,00:01:48:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Io vidi o pellegrin (Acte II Sc 10) Eumée et Ulysse,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,46,2017-04-17T13:49:39+02:00,00:03:18:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Del mio lungo viaggio (Acte II Sc 11) Télémaque,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,47,2017-04-17T13:52:57+02:00,00:01:59:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Sempre villano Eumete (Acte II Sc 12) Antinoüs Emée et Iro,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/c082229f-4143-32b5-aab2-8b665e9a28f1,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,48,2017-04-17T13:54:56+02:00,00:02:01:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Uomo di grosso taglio (Acte II Sc 12) Ulysee Iro Antinoüs et Télémaque,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,49,2017-04-17T13:56:57+02:00,00:01:39:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Su su dunque (Acte II Sc 12) Iro Antinoüs et Pénélope,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,50,2017-04-17T13:58:36+02:00,00:02:58:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Generosa Regina (Acte II Sc 12) Pisandro Pénélope Amphinomos et Antinoüs,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,51,2017-04-17T14:01:34+02:00,00:02:01:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Non andran senza premio (Acte II Sc 12) Pénélope et Télémaque,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,52,2017-04-17T14:03:35+02:00,00:00:59:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Lieta soave gloria (Acte II Sc 12) Pisandro Amphinomos et Antinoüs,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,53,2017-04-17T14:04:34+02:00,00:00:39:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Ecco l'arco d'Ulisse (Acte II Sc 12) Pénélope,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,54,2017-04-17T14:05:13+02:00,00:04:09:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Amor se fosti (Acte II Sc 12) Pisandro Amphinomos et Antinoüs,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/c082229f-4143-32b5-aab2-8b665e9a28f1,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,55,2017-04-17T14:09:22+02:00,00:02:17:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Son vani oscuri pregi (Acte II Sc 12) Pénélope et Ulysse,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,56,2017-04-17T14:11:39+02:00,00:00:01:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Questa mia destra (Acte II Sc 12) Pisandro Amphinomos Antinoüs et Ulysse,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,58,2017-04-17T14:11:42+02:00,00:06:35:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : O dolor o martir (Acte III Sc 1) Irus,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/c082229f-4143-32b5-aab2-8b665e9a28f1,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,59,2017-04-17T14:18:17+02:00,00:02:03:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : E quai nuovi rumori (Acte III Sc 3) Mélantho et Pénélope,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,60,2017-04-17T14:20:20+02:00,00:02:30:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Forza d'occulto affetto (Acte III Sc 4) Eumée et Pénélope,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/c082229f-4143-32b5-aab2-8b665e9a28f1,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,61,2017-04-17T14:22:50+02:00,00:02:20:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : E saggio Eumete (Acte III Sc 5) Télémaque Pénélope et Eumée,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/c082229f-4143-32b5-aab2-8b665e9a28f1,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,62,2017-04-17T14:25:10+02:00,00:03:20:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Fiamma è l'ira (Acte III Sc 6) Minerve et Junon,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,,,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,63,2017-04-17T14:28:30+02:00,00:01:22:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Gran Giove (Acte III Sc 7) Junon,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/c082229f-4143-32b5-aab2-8b665e9a28f1,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,64,2017-04-17T14:29:52+02:00,00:02:17:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Per me non avrà mai (Acte III Sc 7) Jupiter,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/c082229f-4143-32b5-aab2-8b665e9a28f1,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,65,2017-04-17T14:32:09+02:00,00:01:58:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Son ben quest' onde frigide (Acte III Sc 7) Neptune et choeur,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,66,2017-04-17T14:34:07+02:00,00:01:04:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Minerva or fia tua cura (Acte III Sc 7) Jupiter et Minerve,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,,,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,67,2017-04-17T14:35:11+02:00,00:03:28:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Ericlea che vuoi fa (Acte III Sc 8) Euryclée,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/c082229f-4143-32b5-aab2-8b665e9a28f1,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,68,2017-04-17T14:38:39+02:00,00:00:52:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Ogni vostra ragion (Acte III Sc 9) Pénélope Télémaque et Eumée,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,69,2017-04-17T14:39:31+02:00,00:02:26:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : O delle mie fatiche (Acte Sc 10) Ulysse et Pénélope,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,70,2017-04-17T14:41:57+02:00,00:02:31:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Or di parlar è tempo (Acte III Sc 10 Eryclée Ulysse et Pénélope,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/c082229f-4143-32b5-aab2-8b665e9a28f1,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,71,2017-04-17T14:44:28+02:00,00:01:08:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Or si ti riconosco (Acte III Sc 10) Pénélope et Ulysse,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,72,2017-04-17T14:45:36+02:00,00:01:40:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Illustratevi o cieli (Acte III Sc 10) Pénélope,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/c082229f-4143-32b5-aab2-8b665e9a28f1,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
407,73,2017-04-17T14:47:16+02:00,00:03:22:00,Claudio Monteverdi,Il ritorno d'Ulisse in patria SV 325 : Sospirato mio sole (Acte III Sc 10) Ulysse et Pénélope,Il ritorno d'Ulisse in patria SV 325 (intégrale),,,Opéra,Anicio Zorzi Giustiniani;Roberta Mameli;Giorgia Milanesi;Vincenzo Di Donato;Luca Dordolo;Paolo Antognetti;La Venexiana;Claudio Cavina,Ténor Ulysse;Soprano Minerva;Soprano Junon / La Fortune;Ténor Jupiter;Ténor Iro;Ténor Eumée;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/a76b7c6b-01fa-3645-8ade-514fb0e11168,0.81,http://data.doremus.org/artist/b0ae695c-4198-39f2-a615-9098899d59b3
