channel,id,datetime,duration,composer,title,album,publication,instrumental,genre,interpreter,mop,best,best_matching_score,composer_uri
404,3,2017-07-03T00:00:06+02:00,00:00:47:00,,Un enfant est né la nuit dernière,Bulgarie / Traditions vocales,1998-01-01,,Musique traditionnelle,Petra Stoicheva,,,,
404,4,2017-07-03T00:00:53+02:00,00:03:00:00,,Kumban,Cameroun/Pays bamoun/Mille et une nuits de la savane/Leighton,1979-01-01,,Musique traditionnelle,Divers,Voix,,,
404,5,2017-07-03T00:03:53+02:00,00:00:26:00,,Pluie et insecte de nuit avec chant a cappella en fond sonore,Cameroun : Commune de Zoétélé,1976-01-01,,Musique traditionnelle,Non Identifie,,,,
404,6,2017-07-03T00:04:19+02:00,00:04:41:00,,Banzieh,Cameroun/Pays bamoun/Mille et une nuits de la savane/Leighton,1979-01-01,,Musique traditionnelle,Divers,Voix,,,
404,7,2017-07-03T00:09:00+02:00,00:08:37:00,,Chang'an yue ye (Nuit de lune de Chang'an),Chine / Wang weiping / Luth pipa,1998-01-01,,Musique traditionnelle,Wang Weiping,Luth,,,
404,8,2017-07-03T00:17:37+02:00,00:04:13:00,,Qiu ye chang (La nuit d'automne est longue),Chine/Recueil de l'ermitage du prunus,2004-01-01,,Musique traditionnelle,Leiji Qin Chen;Picard Francois Xiao,,,,
404,9,2017-07-03T00:21:50+02:00,00:11:58:00,Tradit Chine,Nuit de lune sur la rivière printanière,Daphné sur les ailes du vent,2010-01-01,,Musique traditionnelle,Xviii-21 Le Baroque Nomade;Jean Christophe Frisch,Chef d'orchestre,,,
404,11,2017-07-03T00:33:59+02:00,00:06:10:00,,Sitoti : malimba et chant,Tanzanie/Hadzas Bushmen de Tanzanie / Musiques de jour / Musique de nuit sans lune,2000-01-01,,Musique traditionnelle,Divers,Voix,,,
404,12,2017-07-03T00:40:09+02:00,00:05:02:00,,Malimba et chant,Tanzanie/Hadzas Bushmen de Tanzanie / Musiques de jour / Musique de nuit sans lune,2000-01-01,,Musique traditionnelle,Divers,Voix,,,
404,13,2017-07-03T00:45:11+02:00,00:04:24:00,,Cérémonie contre la nuit du diable - rituel soufi des Jajouka du Maroc,Dancing with the godsCélébrations religieuses à travers le monde / Vol 1,,,Musique traditionnelle,Attar Bachir,,,,
404,14,2017-07-03T00:49:35+02:00,00:03:27:00,Traditionnel Estonie,Celiesti braliti - chant letton de célébration de la nuit de la Saint Jean,Dancing with the godsCélébrations religieuses à travers le monde / Vol 1,,,Musique traditionnelle,,,,,
404,15,2017-07-03T00:53:02+02:00,00:03:05:00,,Le temps des fleurs,Kalinka / Vol. 1,,,Musique traditionnelle,Ensemble Tzigane Ouliakof,,,,
404,16,2017-07-03T00:56:07+02:00,00:04:02:00,,Moscow nights / Nuits de moscou,The very best of ivan rebroff volume II,1991-01-01,,Musique traditionnelle,Ivan Rebroff,Basse (voix),,,
404,18,2017-07-03T01:00:18+02:00,00:03:12:00,,Nochka tyomnaya (Nuit sombre),Russie/La tradition des instruments à vent,2007-01-01,,Musique traditionnelle,Boris Efremov;Andrey Chapkovsky;Ivan Bokarev;Igor Laikov;Pavel Zotov;Ivan Ahrameev;Roman Lomov;Divers,Cor;Cor;Cor;Cor;Cor;Cor;Cor;Voix,,,
404,19,2017-07-03T01:03:30+02:00,00:02:16:00,Tradit;Mikhail Glinka,Ce n'est pas un aigle,Russian memories/Turia/Chansons russes populaires du VII au XX siècle,1995-01-01,,Musique traditionnelle,Marina Toupitsyna;Dimitri Artemenko;Serguei Fedorov;Slava Ardachev,Violon;Guitare,,,
404,20,2017-07-03T01:05:46+02:00,00:03:57:00,,Vo kuznitse (chez le forgeron),Russie/La tradition des instruments à vent,2007-01-01,,Musique traditionnelle,Boris Efremov;Andrey Chapkovsky;Ivan Bokarev;Igor Laikov;Pavel Zotov;Ivan Ahrameev;Roman Lomov;Divers,Cor;Cor;Cor;Cor;Cor;Cor;Cor;Voix,,,
404,21,2017-07-03T01:09:43+02:00,00:01:37:00,Tradit;Mikhail Glinka,Ah ! pourquoi cette nuit,Russian memories/Turia/Chansons russes populaires du VII au XX siècle,1995-01-01,,Musique traditionnelle,Marina Toupitsyna;Dimitri Artemenko;Serguei Fedorov;Slava Ardachev,Violon;Guitare,,,
404,22,2017-07-03T01:11:20+02:00,00:15:36:00,Kayhan Kalhor,Bleu comme la nuit turquoise de Neyshabur,Silk road journeys : When strangers meet,2001-01-01,,Musique traditionnelle,Yo-Yo Ma;Silk Road Ensemble,,,,
404,23,2017-07-03T01:26:56+02:00,00:06:11:00,,Africa,El Masry Hussein/Nuits d'Orient,2002-01-01,,Musique traditionnelle,Hussein El Masry;Saad Gade;Sayed Ragab;Esmat Abbaass;Mohamed Fouad;Divers,Voix Oud (luth);Violon;Cithare;Basse;Nay (flûte);Percussions,,,
404,25,2017-07-03T01:33:13+02:00,00:03:18:00,,Veillée dans la nuit de la communauté au complet (17 personnes),Congo/Pygmées m'benga/Musique spontanée & traditions orales,1992-01-01,,Musique traditionnelle,Divers,Voix Percussions,,,
404,26,2017-07-03T01:36:31+02:00,00:02:22:00,,Male stara maitcho (chant de veillée),Bulgarie/Chants de Nedelino/Tradition des Rhodopes,2002-01-01,,Musique traditionnelle,Serafim Kafedjiev,Voix,,,
