channel,id,datetime,duration,composer,title,album,publication,instrumental,genre,interpreter,mop,best,best_matching_score,composer_uri
407,3,2017-07-17T00:00:03+02:00,00:01:33:00,Viatcheslav Ovtchinnikov,Andrei Roublev : extrait,BOF / Andrei Roublev,,,Musique de film,,,,,
407,4,2017-07-17T00:01:36+02:00,00:01:41:00,Viatcheslav Ovtchinnikov,Andrei Roublev : extrait,BOF / Andrei Roublev,,,Musique de film,,,,,
407,5,2017-07-17T00:03:17+02:00,00:00:50:00,Eduard Artemiev,Zerkalo : Plage 5,BOF / Le miroir / Stalker,1995-01-01,,Musique de film,Divers,,,,
407,6,2017-07-17T00:04:07+02:00,00:01:22:00,Shigeru Umebayashi,Opening title : wu shu jing shen,Bof / Le maître d'armes (Jet li's fearless),2006-01-01,,Musique de film,,,,,
407,7,2017-07-17T00:05:29+02:00,00:01:32:00,Shigeru Umebayashi,Season changes,Bof / Le maître d'armes (Jet li's fearless),2006-01-01,,Musique de film,,,,,
407,8,2017-07-17T00:07:01+02:00,00:02:04:00,Shigeru Umebayashi,Village flute / children play with dragonflies,Bof / Le maître d'armes (Jet li's fearless),2006-01-01,,Musique de film,,,,,
407,9,2017-07-17T00:09:05+02:00,00:02:32:00,Shigeru Umebayashi,Yuanjia and moon,Bof / Le maître d'armes (Jet li's fearless),2006-01-01,,Musique de film,,,,,
407,10,2017-07-17T00:11:37+02:00,00:01:06:00,Eduard Artemiev,Stalker : Plage 20,BOF / Le miroir / Stalker,1995-01-01,,Musique de film,Divers,,,,
407,11,2017-07-17T00:12:43+02:00,00:00:56:00,Nick Glennie-Smith,Prélude,Nous étions soldats,2002-01-01,,Musique de film,,,,,
407,12,2017-07-17T00:13:39+02:00,00:01:21:00,Nick Glennie-Smith,Telegrams,Nous étions soldats,2002-01-01,,Musique de film,,,,,
407,13,2017-07-17T00:15:00+02:00,00:00:55:00,Nick Glennie-Smith,More telegrams,Nous étions soldats,2002-01-01,,Musique de film,,,,,
407,14,2017-07-17T00:15:55+02:00,00:02:33:00,James Horner,Main title,Bof / The pelican brief,1993-01-01,,Musique de film,James Horner,Chef d'orchestre,,,
407,15,2017-07-17T00:18:28+02:00,00:04:06:00,James Horner,Bourbon street,Bof / The pelican brief,1993-01-01,,Musique de film,James Horner,Chef d'orchestre,,,
407,16,2017-07-17T00:22:34+02:00,00:03:48:00,Giovanni Battista Pergolese,Salve regina,BOF / Farinelli - il castrato,1994-01-01,,Musique de film,Ewa Mallas-Godlewska;Derek Lee Ragin;Les Talens Lyriques;Christophe Rousset,Soprano;Haute-contre;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/f086d367-05b5-3fc3-bebd-fd0ad656a9cb,1.00,http://data.doremus.org/artist/6bbf9ece-1902-30cf-b911-c973bc80f5ac
407,17,2017-07-17T00:26:22+02:00,00:01:38:00,Panayotis Kalantzopoulos,Zora,BOF / Nicostratos le pélican,2011-01-01,,Musique de film,Kinisis String Ensemble;Panayotis Kalantzopoulos,Orchestre;Chef d'orchestre,,,
407,18,2017-07-17T00:28:00+02:00,00:01:14:00,Panayotis Kalantzopoulos,Les toutous les touristes,BOF / Nicostratos le pélican,2011-01-01,,Musique de film,Kinisis String Ensemble;Panayotis Kalantzopoulos,Orchestre;Chef d'orchestre,,,
407,19,2017-07-17T00:29:14+02:00,00:03:52:00,Panayotis Kalantzopoulos,Chemin de pierre,BOF / Nicostratos le pélican,2011-01-01,,Musique de film,Kinisis String Ensemble;Panayotis Kalantzopoulos,Orchestre;Chef d'orchestre,,,
407,21,2017-07-17T00:33:09+02:00,00:03:09:00,Joel Mac Neely,Flipper ballet,BOF / Flipper,1996-01-01,,Musique de film,,,,,
407,22,2017-07-17T00:36:18+02:00,00:01:57:00,Joel Mac Neely,Marv meets flipper,BOF / Flipper,1996-01-01,,Musique de film,,,,,
407,23,2017-07-17T00:38:15+02:00,00:01:25:00,Dunham;Henry Vars,Flipper le dauphin,BOFTV / L'histoire des séries américaines / Vol. 1 et 2,1988-01-01,,Musique de film,,,,,
407,24,2017-07-17T00:39:40+02:00,00:01:04:00,Shelly Manne,Daktari,Top des génériques TV / Series TV,,,Musique de film,,,,,
407,25,2017-07-17T00:40:44+02:00,00:01:38:00,Rolfe Kent,The adventurer,Bof : About Schmidt,2002-01-01,,Musique de film,Larry Groupe,Chef d'orchestre,,,
407,26,2017-07-17T00:42:22+02:00,00:03:38:00,Rolfe Kent,Telling ndugu about the family,Bof : About Schmidt,2002-01-01,,Musique de film,Larry Groupe,Chef d'orchestre,,,
407,27,2017-07-17T00:46:00+02:00,00:01:17:00,Rolfe Kent,Randall's room,Bof : About Schmidt,2002-01-01,,Musique de film,Larry Groupe,Chef d'orchestre,,,
407,28,2017-07-17T00:47:17+02:00,00:01:02:00,Howard Greenfield;Jack Keller,Ma sorcière bien aimée (Bewitched),BOFTV / L'histoire des séries américaines / Vol. 3,1988-01-01,,Musique de film,,,,,
407,29,2017-07-17T00:48:19+02:00,00:04:09:00,Andrew Lockington,Percy Jackson-Sea of monsters : Colchis bull,BOF / Percy Jackson : La mer des monstres (sea of monsters),2013-01-01,,Musique de film,Jasper Randall,Chef d'orchestre,,,
407,30,2017-07-17T00:52:28+02:00,00:04:41:00,,Stalker (film) : They go long,Musique de film / Tarkovski par Artemiev,1999-01-01,,Musique de film,Eduard Artemiev,,,,
407,31,2017-07-17T00:57:09+02:00,00:01:24:00,,Star trek,Bof tv / Series tv americaines annees 70's,1997-01-01,,Musique de film,Alexander Courage,,,,
407,32,2017-07-17T00:58:33+02:00,00:03:25:00,Joseph Bishara,Les dossiers Warren : Ritual casting,BOF / Les dossiers Warren (The conjuring),2013-01-01,,Musique de film,Jasper Randall,Chef d'orchestre,,,
407,33,2017-07-17T01:01:58+02:00,00:00:59:00,Joseph Bishara,Les dossiers Warren : The conjuring,BOF / Les dossiers Warren (The conjuring),2013-01-01,,Musique de film,Jasper Randall,Chef d'orchestre,,,
407,34,2017-07-17T01:02:57+02:00,00:01:15:00,Joseph Bishara,Les dossiers Warren : Birds pulled in,BOF / Les dossiers Warren (The conjuring),2013-01-01,,Musique de film,Jasper Randall,Chef d'orchestre,,,
407,35,2017-07-17T01:04:12+02:00,00:03:19:00,Nick Glennie-Smith,Heart of a king,Bof / The man in the iron mask - l'homme au masque de fer,1998-01-01,,Musique de film,,,,,
407,36,2017-07-17T01:07:31+02:00,00:01:16:00,James Newton Howard,Deer hunting,B.O.F. / Je suis une legende,2007-01-01,,Musique de film,,,,,http://data.doremus.org/artist/f41d7e21-fd2b-350a-828f-bf608229cedc
407,37,2017-07-17T01:08:47+02:00,00:01:44:00,James Newton Howard,Sam's gone,B.O.F. / Je suis une legende,2007-01-01,,Musique de film,,,,,http://data.doremus.org/artist/f41d7e21-fd2b-350a-828f-bf608229cedc
407,39,2017-07-17T01:10:35+02:00,00:03:28:00,Nick Glennie-Smith,The pig chase,Bof / The man in the iron mask - l'homme au masque de fer,1998-01-01,,Musique de film,,,,,
407,40,2017-07-17T01:14:03+02:00,00:02:50:00,James Newton Howard,My name is Robert Neville,B.O.F. / Je suis une legende,2007-01-01,,Musique de film,,,,,http://data.doremus.org/artist/f41d7e21-fd2b-350a-828f-bf608229cedc
