channel,id,datetime,duration,composer,title,album,publication,instrumental,genre,interpreter,mop,best,best_matching_score,composer_uri
402,3,2017-10-02T00:00:23+02:00,00:06:15:00,Gediminas Gelgotas,Never ignore the Cosmic Ocean,Baltic sea voyage / Voyage autour de la mer Baltique,2014-01-01,,Musique symphonique,Orchestre Philharmonique Des Jeunes De La Baltique;Kristjan Jarvi,Orchestre;Chef d'orchestre,,,
402,4,2017-10-02T00:06:38+02:00,00:26:18:00,Richard Strauss,Métamorphoses - Etude pour 23 instruments à cordes,Richard Strauss : Musique symphonique,2004-01-01,,Musique symphonique,Neeme Jaarvi;Orchestre National D'Ecosse,Orchestre,http://data.doremus.org/expression/f81be129-c3b3-3a38-9290-4c1cd87175d7,1.00,http://data.doremus.org/artist/157157ef-1cb3-3fc7-a4f7-2531989fc942
402,5,2017-10-02T00:32:56+02:00,00:06:02:00,Gabriel Faure,Elegie en ut min op 24,Gabriel Fauré : Intégrale de la musique de chambre avec piano / Vol.1,2011-01-01,,Musique de chambre,Eric Le Sage;Francois Salque,Piano;Violoncelle,http://data.doremus.org/expression/ce35b5a0-ed79-35bf-b5b4-8e7d81779231,0.99,http://data.doremus.org/artist/c2e25a07-7a54-335a-9a9e-e20a47713a7d
402,7,2017-10-02T00:39:02+02:00,00:09:59:00,Serge Rachmaninov,Concerto pour piano n°2 en ut min op 18 : Moderato,Serge Rachmaninov : Concertos pour piano n°2 et 3,2017-01-01,,Musique symphonique,Khatia Buniatishvili;Orchestre Philharmonique Tcheque;Paavo Jarvi,Piano;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/14079ac7-6582-392b-ab4f-917adcce4644,0.97,http://data.doremus.org/artist/fdf137f3-2f21-3c74-b039-3c7c9dedac05
402,8,2017-10-02T00:49:01+02:00,00:10:55:00,Serge Rachmaninov,Concerto pour piano n°2 en ut min op 18 : Adagio sostenuto,Serge Rachmaninov : Concertos pour piano n°2 et 3,2017-01-01,,Musique symphonique,Khatia Buniatishvili;Orchestre Philharmonique Tcheque;Paavo Jarvi,Piano;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/14079ac7-6582-392b-ab4f-917adcce4644,0.97,http://data.doremus.org/artist/fdf137f3-2f21-3c74-b039-3c7c9dedac05
402,9,2017-10-02T00:59:56+02:00,00:10:43:00,Serge Rachmaninov,Concerto pour piano n°2 en ut min op 18 : Allegro scherzando,Serge Rachmaninov : Concertos pour piano n°2 et 3,2017-01-01,,Musique symphonique,Khatia Buniatishvili;Orchestre Philharmonique Tcheque;Paavo Jarvi,Piano;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/14079ac7-6582-392b-ab4f-917adcce4644,0.96,http://data.doremus.org/artist/fdf137f3-2f21-3c74-b039-3c7c9dedac05
402,11,2017-10-02T01:10:48+02:00,00:02:11:00,Giya Kancheli,When almonds blossomed (film) : Thème,Khatia Buniatishvili interprète des pièces pour piano / Motherland,2014-01-01,,Musique de chambre,Khatia Buniatishvili,Piano,,,http://data.doremus.org/artist/ed4dc965-5c1d-3fb0-b4ad-7adea9b299dc
402,12,2017-10-02T01:12:59+02:00,00:29:58:00,Giya Kancheli,Ex contrario - pour violon violoncelle cordes clavier guitare basse,Gidon Kremer : Complete concerto recordings on Deutsche Grammophon / Cd 22,2016-01-01,,Musique symphonique,Gidon Kremer;Giedre Dirvanauskaite;Andrey Pushkarev;Non Identifie;Kremerata Baltica,Violon;Violoncelle;Claviers;Basse électrique;Orchestre,,,http://data.doremus.org/artist/ed4dc965-5c1d-3fb0-b4ad-7adea9b299dc
402,14,2017-10-02T01:43:20+02:00,00:14:27:00,Arvo Part,Fratres - pour orchestre à cordes et percussions,Arvo Pärt : Passacaglia,2015-01-01,,Musique symphonique,Orchestre Symphonique De Leipzig;Kristjan Jarvi,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/cdcf8bb9-fe3a-33e2-8aee-bda2f6ba96ba,1.00,http://data.doremus.org/artist/aa8eafd4-28a5-35c1-8c8b-2e0284f23eda
402,16,2017-10-02T01:57:50+02:00,00:12:08:00,Robert Schumann,Concerto en la min pour violoncelle et orchestre op 129 : I nicht zu schnell,Truls Mork / Schumann / Bloch,2005-01-01,,Musique de chambre,Truls Mork;Orchestre Philharmonique De Radio France;Paavo Jarvi,Violoncelle;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/0ee301b8-28a0-3403-8373-b7d9ac6f7b30,1.00,http://data.doremus.org/artist/f753314d-87a7-32a9-9218-da98ae4f9812
