channel,id,datetime,duration,composer,title,album,publication,instrumental,genre,interpreter,mop,best,best_matching_score,composer_uri
401,3,2017-11-20T00:00:06+01:00,00:04:47:00,Antoine Dauvergne,Concert de simphonies en si min op 3 n°3 : Passacaille,Antoine Dauvergne : 3 concerts de simphonies,1978-01-01,,Musique symphonique,Ensemble Instrumental De Grenoble,Orchestre,,,http://data.doremus.org/artist/bdf60257-ef99-31a3-9661-e493961572b5
401,4,2017-11-20T00:04:53+01:00,00:01:32:00,Georg Friedrich Haendel,Almira : Chaconne - pour orchestre et basse continue,Haendel à Hambourg / Georg Friedrich Haendel : Suites et ouverture,1998-01-01,,Musique symphonique,Parley Of Instruments;Peter Holman,Orchestre;Chef d'orchestre,,,http://data.doremus.org/artist/35ddad40-c793-312a-86ec-6a1310c030a1
401,5,2017-11-20T00:06:25+01:00,00:04:17:00,Arvo Part,Passacaglia - pour violon orchestre à cordes et vibraphone,Arvo Pärt : Passacaglia,2015-01-01,,Musique symphonique,Orchestre Symphonique De Leipzig;Anne Akiko Meyers;Kristjan Jarvi,Vibraphone;Violon;Chef d'orchestre,http://data.doremus.org/expression/2cb7666d-d9a6-395b-a1a2-e7e9c8287df0,0.91,http://data.doremus.org/artist/0b448b47-7bb5-36cd-843d-c2a4e3b5cd83
401,6,2017-11-20T00:10:42+01:00,00:03:15:00,Joseph Haydn,Symphonie en Ré Maj HOB I : 70 : Allegro con brio (con fuga a tre soggetti in contrapunto doppio),Joseph Haydn : Intégrale des symphonies : Symphonies pour le divertissement (Vol 23),2009-01-01,,Musique symphonique,Orchestre De Chambre De Stuttgart;Dennis Russell Davies,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/3ce3c5da-d52f-3f20-b1f0-cc9d1d786611,0.96,http://data.doremus.org/artist/12fa21ff-cfa4-31d6-87d9-a22315193b04
401,7,2017-11-20T00:13:57+01:00,00:05:13:00,Jean Philippe Rameau,Castor et Pollux : Chaconne pour les Astres les Planètes et les Satellites (Acte V) - pour orchestre d'après l'opéra,Jean Féry Rebel : Les élémens et Jean Philippe Rameau : Castor et Pollux,2014-01-01,,Musique symphonique,Orchestre Baroque Orfeo;Michi Gaigg,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/5aa8c7d7-41a3-304c-bd04-a1f7f54f1dd6,1.00,http://data.doremus.org/artist/1929320a-c4f9-36e5-890c-657126ebcdaf
401,8,2017-11-20T00:19:10+01:00,00:05:29:00,Jean Philippe Rameau,Nélée et Myrthis : Chaconne / Faites un choix digne de vous (Sc 5) Choeur,Jean Philippe Rameau : Pygmalion et Nélée et Myrthis,1992-01-01,,Musique chorale et vocale,Arts Florissants;William Christie,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/17e1bb36-9ee4-32bd-8644-3078b620a55d,1.00,http://data.doremus.org/artist/1929320a-c4f9-36e5-890c-657126ebcdaf
401,9,2017-11-20T00:24:39+01:00,00:04:45:00,Tomas De Torrejon Y Velasco,La purpura de la rosa : Pues sabeis por donde fue (Sc 7) Mars Celfa Chato Dragon . Passacaille de Mars,La purpura de la rosa ( Intégrale ),,,Opéra,Isabel Monar;Graciela Oddone;Cecilia Diaz;Isabel Alvarez;Ensemble Elyma;Gabriel Garrido,Soprano;Soprano;Mezzo-soprano;Soprano;Chef d'orchestre,,,http://data.doremus.org/artist/5ee07b4e-a7a9-32fe-8927-ba27e52c56db
401,10,2017-11-20T00:29:24+01:00,00:02:59:00,Tomas De Torrejon Y Velasco,La purpura de la rosa : Pues aqui ya no hay que hacer (Sc 7) Chato Dragon Celfa,La purpura de la rosa ( Intégrale ),,,Opéra,Isabel Monar;Graciela Oddone;Cecilia Diaz;Isabel Alvarez;Ensemble Elyma;Gabriel Garrido,Soprano;Soprano;Mezzo-soprano;Soprano;Chef d'orchestre,,,http://data.doremus.org/artist/5ee07b4e-a7a9-32fe-8927-ba27e52c56db
401,12,2017-11-20T00:32:26+01:00,00:11:22:00,Ralph Vaughan Williams,Symphonie n°5 en Ré Maj : Passacaglia,André Prévin conducts Vaughan Williams / CD 4,2013-01-01,,Musique symphonique,Orchestre Symphonique De Londres;Andre Previn,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/db43f234-bc0e-353a-9769-024019ce1a02,0.94,http://data.doremus.org/artist/71ec171d-965b-3967-b87b-262c514c01bd
401,13,2017-11-20T00:43:48+01:00,00:01:41:00,Giovanni Felice Sances,Improvisation sur la passacaille de Luigi Rossi pour soprano guitare baroque et harpe triple,Sances / Chants sacres et profanes / Pillow,2000-01-01,,Musique chorale et vocale,Musica Fabula;Sarah Pillow;Liliana Mazzarri;Jan Walters,Soprano;Soprano;Harpe,,,http://data.doremus.org/artist/a2ee3027-0e34-3cbb-9574-d179ca30fe24
401,14,2017-11-20T00:45:29+01:00,00:09:15:00,Serge Taneiev,Trio à cordes en Ré Maj : Allegro - Scherzo in contrapunto alla riversa,Serge Taneiev : Trios à cordes,2000-01-01,,Musique de chambre,Belcanto Strings,,,,
401,15,2017-11-20T00:54:44+01:00,00:02:59:00,Johann Hieronymus Kapsberger,Passacaille - pour théorbe,E che vuoi più / La Gioannina interprète des oeuvres d'Orazio Michi dell'Arpa et d'autres compositeurs,2013-01-01,,Musique de chambre,Remi Cassaigne,Luth,,,http://data.doremus.org/artist/ac662361-b204-3fc3-9b93-e23b33e3c2bb
401,16,2017-11-20T00:57:43+01:00,00:02:54:00,Frescobaldi Girolamo,Così mi disprezzate (Aria di passacaglia) - pour une voix et basse continue,Girolamo Frescobaldi et John Cage : Musique vocale,2012-01-01,,Musique chorale et vocale,Veronique Nosbaum,Soprano,,,
401,17,2017-11-20T01:00:37+01:00,00:09:02:00,Heinrich Ignaz Franz Von Biber,Passacaille en sol min,L'art du violon seul dans l'Allemagne baroque,2009-01-01,,Musique de chambre,Mira Glodeanu,Violon,,,http://data.doremus.org/artist/74bdcaab-4bbe-3428-938a-280d894e0c03
401,19,2017-11-20T01:09:48+01:00,00:04:25:00,Jean Marie Leclair,Suite de Scylla et Glaucus op 11 : Passacaille,Comédie et tragédie,2016-01-01,,Musique symphonique,Tempesta Di Mare;Emlyn Ngai,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/977a86dd-c688-36c6-bff2-79cf62225251,0.97,http://data.doremus.org/artist/1d38dd94-17bf-3838-bbd5-16ab3f6f4d26
401,20,2017-11-20T01:14:13+01:00,00:06:12:00,Biagio Marini,Passacalio op 22 - pour ensemble instrumental,Magdalena Kozena interprète Monteverdi,,,Musique chorale et vocale,La Cetra;Andrea Marcon,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/f71c268f-77fb-383f-a6eb-154711535b2c,0.92,http://data.doremus.org/artist/0e050000-1e9c-3410-b3c2-292339b18143
401,21,2017-11-20T01:20:25+01:00,00:02:41:00,Henri Le Bailly,Yo soy la locura ( Passacaille La folie ) - pour soprano et ensemble instrumental,Patricia Petibon interprète des airs et des chansons baroques / Nouveau monde,2012-01-01,,Musique chorale et vocale,Patricia Petibon;Joel Grare;La Cetra;Andrea Marcon,Soprano;Percussions;Orchestre;Chef d'orchestre,,,
401,22,2017-11-20T01:23:06+01:00,00:01:29:00,Anonyme,Passacalli della vita,Sonate al pizzico,2004-01-01,,Musique de chambre,Stephen Stubbs;Maxine Eilander,Guitare baroque;Harpe double,,,http://data.doremus.org/artist/0b724531-969e-3dcf-8954-fb5be05d28cb
401,23,2017-11-20T01:24:35+01:00,00:02:39:00,Antonio Vivaldi,Concerto en Ut Maj RV 114 : Ciacona - pour violoncelle cordes et basse continue,Antonio Vivaldi et Antonio Caldara : Concertos pour violoncelle et symphonies,2011-01-01,,Musique symphonique,Jean Guihen Queyras;Akademie Fur Alte Musik De Berlin;Georg Kallweit,Violoncelle;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/ce61d8f6-ddb7-30a1-b2ba-7ccace05c7e1,0.97,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
401,24,2017-11-20T01:27:14+01:00,00:07:34:00,Ottorino Respighi,Sonate pour violon et piano en si min P 110 : Passacaglia,Martha Argerich and friends,2014-01-01,,Musique de chambre,Francesco Piemontesi;Renaud Capucon,Piano;Violon,http://data.doremus.org/expression/f5e76bd8-4b7f-3e5a-a17b-98358c21178b,0.82,http://data.doremus.org/artist/744e54f3-d9b2-3e16-a3a9-86ed41d8ee6d
401,26,2017-11-20T01:34:52+01:00,00:01:34:00,Gaspar Sanz,Suite española : Passacalle,Narciso Yepes : Guitarra espanola / vol 1,1971-01-01,,Musique de chambre,Narciso Yepes,Guitare,,,http://data.doremus.org/artist/dbbf7388-6b43-39d7-943e-a6ad55daa146
401,27,2017-11-20T01:36:26+01:00,00:03:44:00,Evaristo Felice Dall'Abaco,Sonate pour violon en sol min op 4 n°12 : Passacaille,Venezia 1700,2015-01-01,,Musique de chambre,Les Accents;Thibault Noally,Violon,,,http://data.doremus.org/artist/5e536cd0-df16-3896-9239-0840d414554a
401,28,2017-11-20T01:40:10+01:00,00:08:28:00,Percy Grainger,Green bushes / Verts buissons : Passacaille sur un chant traditionnel anglais pour petit orchestre / Version pour orchestre de 1921,Percy Grainger : Oeuvres pour orchestre edition Grainger : Volume 1,1996-01-01,,Musique symphonique,Orchestre Philharmonique De La Bbc;Richard Hickox,Orchestre;Chef d'orchestre,,,http://data.doremus.org/artist/6b20c91a-e05e-350f-bd4a-eed5443338a4
401,29,2017-11-20T01:48:38+01:00,00:02:41:00,Astor Piazzolla,Canto y fuga : Fuga - pour violoncelle et piano,Contrapunctango,2002-01-01,,Musique de chambre,Eckart Runge;Jacques Ammon,Violoncelle;Piano,,,http://data.doremus.org/artist/36b10122-ef50-3df3-8bfe-61bb79ddec4f
401,30,2017-11-20T01:51:19+01:00,00:02:14:00,Andrea Falconieri,Passacalle n°15 - pour ensemble instrumental,Quella Fiamma / Arie antiche,2017-01-01,,Musique chorale et vocale,Orfeo 55,Orchestre,,,http://data.doremus.org/artist/6c77fc50-5ffd-3817-b786-5bae15aeb9c5
401,31,2017-11-20T01:53:33+01:00,00:06:31:00,Dietrich Buxtehude,Chaconne en mi min BUXWV 160 - pour orgue,Danzon,1998-01-01,,Musique symphonique,Orchestre Symphonique Simon Bolivar;Keri Lynn Wilson,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/06266714-5f56-32a8-9c15-19c165138faf,0.82,http://data.doremus.org/artist/25973374-a895-3966-9445-8f695ef5a5f0
401,33,2017-11-20T02:00:15+01:00,00:04:36:00,Max Reger,Introduction passacaille et fugue pour 2 pianos op 96 : Introduction,Max Reger : Intégrale des oeuvres pour 2 pianos,1998-01-01,,Musique de chambre,Duo Trenkner-Speidel;Evelinde Trenkner;Sontraud Speidel,Piano;Piano,,,http://data.doremus.org/artist/a957ded5-db42-3d58-9ed8-a6eda812de58
401,34,2017-11-20T02:04:51+01:00,00:04:59:00,Jean Philippe Rameau,Dardanus : Chaconne (Acte V),Jean Philippe Rameau : Dardanus (suite d'orchestre),1983-01-01,,Musique symphonique,Solistes Baroques Anglais;John Eliot Gardiner,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/8f0a1f63-7bed-3c97-a4cf-06d138de3659,1.00,http://data.doremus.org/artist/1929320a-c4f9-36e5-890c-657126ebcdaf
401,35,2017-11-20T02:09:50+01:00,00:02:12:00,Marin Marais,Tombeau pour Monsieur de Sainte Colombe : Suite n°5 en mi min : Passacaille - pour 2 basses de viole et théorbe / Pièces de viole Livre II (1701),Marin Marais : Tombeaux,2009-01-01,,Musique de chambre,Jean Louis Charbonnier;Paul Rousseau;Mauricio Buraglia,Théorbe,http://data.doremus.org/expression/65090410-9297-3a69-8ed8-be66513d5840,0.97,http://data.doremus.org/artist/89088a2c-8c1a-3ed4-9519-9c1a771e958b
