channel,id,datetime,duration,composer,title,album,publication,instrumental,genre,interpreter,mop,best,best_matching_score,composer_uri
402,3,2017-01-02T00:00:11+01:00,00:02:40:00,Ottorino Respighi,Pini di Roma P 141 : I pini di Villa Borghese,Antonio Pedrotti in Prague,2016-01-01,,Musique symphonique,Orchestre De La Philharmonie Tcheque De Prague;Antonio Pedrotti,Orchestre;Chef d'orchestre,,,http://data.doremus.org/artist/744e54f3-d9b2-3e16-a3a9-86ed41d8ee6d
402,4,2017-01-02T00:02:51+01:00,00:07:27:00,Ottorino Respighi,Pini di Roma P 141 : Pini presso una catacomba,Antonio Pedrotti in Prague,2016-01-01,,Musique symphonique,Orchestre De La Philharmonie Tcheque De Prague;Antonio Pedrotti,Orchestre;Chef d'orchestre,,,http://data.doremus.org/artist/744e54f3-d9b2-3e16-a3a9-86ed41d8ee6d
402,5,2017-01-02T00:10:18+01:00,00:07:29:00,Ottorino Respighi,Pini di Roma P 141 : II pini del Gianicolo,Antonio Pedrotti in Prague,2016-01-01,,Musique symphonique,Orchestre De La Philharmonie Tcheque De Prague;Antonio Pedrotti,Orchestre;Chef d'orchestre,,,http://data.doremus.org/artist/744e54f3-d9b2-3e16-a3a9-86ed41d8ee6d
402,6,2017-01-02T00:17:47+01:00,00:05:19:00,Ottorino Respighi,Pini di Roma P 141 : I pini della Via Appia,Antonio Pedrotti in Prague,2016-01-01,,Musique symphonique,Orchestre De La Philharmonie Tcheque De Prague;Antonio Pedrotti,Orchestre;Chef d'orchestre,,,http://data.doremus.org/artist/744e54f3-d9b2-3e16-a3a9-86ed41d8ee6d
402,8,2017-01-02T00:23:15+01:00,00:02:02:00,Jacques Ibert,Paris - suite symphonique : Le métro,Jacques Ibert : Escales,1994-01-01,,Musique symphonique,Orchestre Symphonique De Montreal;Charles Dutoit,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/84d2bfea-ab0d-3892-b010-b9f6dad4e41e,1.00,http://data.doremus.org/artist/fe285a82-eb65-35f6-9dfb-5fb426610091
402,9,2017-01-02T00:25:17+01:00,00:02:36:00,Jacques Ibert,Paris - suite symphonique : Faubourgs,Jacques Ibert : Escales,1994-01-01,,Musique symphonique,Orchestre Symphonique De Montreal;Charles Dutoit,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/84d2bfea-ab0d-3892-b010-b9f6dad4e41e,1.00,http://data.doremus.org/artist/fe285a82-eb65-35f6-9dfb-5fb426610091
402,10,2017-01-02T00:27:53+01:00,00:01:38:00,Jacques Ibert,Paris - suite symphonique : La mosquée de Paris,Jacques Ibert : Escales,1994-01-01,,Musique symphonique,Orchestre Symphonique De Montreal;Charles Dutoit,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/84d2bfea-ab0d-3892-b010-b9f6dad4e41e,1.00,http://data.doremus.org/artist/fe285a82-eb65-35f6-9dfb-5fb426610091
402,11,2017-01-02T00:29:31+01:00,00:03:15:00,Jacques Ibert,Paris - suite symphonique : Restaurant au bois de Boulogne,Jacques Ibert : Escales,1994-01-01,,Musique symphonique,Orchestre Symphonique De Montreal;Charles Dutoit,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/84d2bfea-ab0d-3892-b010-b9f6dad4e41e,1.00,http://data.doremus.org/artist/fe285a82-eb65-35f6-9dfb-5fb426610091
402,12,2017-01-02T00:32:46+01:00,00:02:00:00,Jacques Ibert,Paris - suite symphonique : Le paquebot Île-de-France,Jacques Ibert : Escales,1994-01-01,,Musique symphonique,Orchestre Symphonique De Montreal;Charles Dutoit,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/84d2bfea-ab0d-3892-b010-b9f6dad4e41e,1.00,http://data.doremus.org/artist/fe285a82-eb65-35f6-9dfb-5fb426610091
402,13,2017-01-02T00:34:46+01:00,00:01:40:00,Jacques Ibert,Paris - suite symphonique : Parade foraine,Jacques Ibert : Escales,1994-01-01,,Musique symphonique,Orchestre Symphonique De Montreal;Charles Dutoit,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/84d2bfea-ab0d-3892-b010-b9f6dad4e41e,1.00,http://data.doremus.org/artist/fe285a82-eb65-35f6-9dfb-5fb426610091
