channel,id,datetime,duration,composer,title,album,publication,instrumental,genre,interpreter,mop,best,best_matching_score,composer_uri
407,3,2017-07-31T15:00:03+02:00,00:03:03:00,Michel Magne,Galia: Largo,Bandes originales des films de Georges Lautner,1963-01-01,,Musique de film,Michel Magne;Bernard Gerard,,,,http://data.doremus.org/artist/8f760a28-d0d8-3c9f-bc15-995df141cc30
407,4,2017-07-31T15:03:06+02:00,00:02:17:00,Francois De Roubaix,Le samouraï: Jeff et Jeanne,Les aventuriers - le samourai,1967-01-01,,Musique de film,,,,,http://data.doremus.org/artist/cfb1b272-3036-3e67-be3b-cd478aacfb5f
407,5,2017-07-31T15:05:23+02:00,00:04:30:00,Mark Kilian,The ward : End credits,BOF / The ward,2010-01-01,,Musique de film,,,,,
407,6,2017-07-31T15:09:53+02:00,00:02:12:00,Alain Goraguer,La planète sauvage : La femme,Bof / La planete sauvage,1973-01-01,,Musique de film,Non Identifie,,,,http://data.doremus.org/artist/d2b4f6e3-4df1-3a8e-8b74-2c743e608ba3
407,7,2017-07-31T15:12:05+02:00,00:02:01:00,Stephane Grappelli,Les valseuses : Jeanne (version 2),BOF / Les valseuses & Calmos,2001-01-01,,Musique de film,,,,,http://data.doremus.org/artist/2019b0fb-aec4-384f-aba7-754831a27078
407,8,2017-07-31T15:14:06+02:00,00:02:18:00,Michel Magne,Par un beau matin d'été : Jeux de plage,Bo des films de costa-gavras et terence young,2006-01-01,,Musique de film,,,,,http://data.doremus.org/artist/8f760a28-d0d8-3c9f-bc15-995df141cc30
407,9,2017-07-31T15:16:24+02:00,00:03:03:00,John Williams,Arrête-moi si tu peux : Escapades for alto saxophone and orchestra : 1. Closing in,John Williams et Steven Spielberg : The ultimate collection,2017-01-01,,Musique de film,Dan Higgins;Martin Grubinger;Michael Valerio;Recording Arts Orchestra Of Los Angeles;John Williams,Saxophone alto;Vibraphone;Contrebasse;Orchestre;Chef d'orchestre,,,http://data.doremus.org/artist/8b49e5af-83dc-381a-84a1-f5a0dc332b72
407,10,2017-07-31T15:19:27+02:00,00:03:10:00,Mark Isham,Le dahlia noir : The Dahlia,Bof / Le dahlia noir,2006-01-01,,Musique de film,Mark Isham;Non Identifie;James Shearman,Trompette;Orchestre;Chef d'orchestre,,,
407,12,2017-07-31T15:22:40+02:00,00:02:21:00,Michel Colombier,Un Flic : Chez Luce,BOF / L'aine des Ferchaux / Un flic,1972-01-01,,Musique de film,,,,,http://data.doremus.org/artist/e445e58f-a8af-33e2-a01e-02d01d068827
407,13,2017-07-31T15:25:01+02:00,00:02:47:00,Georges Delerue,L'ainé des Ferchaux : Un bar à la Nouvelle-Orléans,BOF / L'aine des Ferchaux / Un flic,1972-01-01,,Musique de film,,,,,http://data.doremus.org/artist/e21cde2f-2589-3744-93b4-67382915754d
407,14,2017-07-31T15:27:48+02:00,00:01:40:00,Philippe Sarde,Beau-père : Quelques pas dans la neige,BOF / Beau-père,1981-01-01,,Musique de film,,,,,http://data.doremus.org/artist/888f9a48-636d-341d-bf04-a60daec65437
407,15,2017-07-31T15:29:28+02:00,00:01:59:00,Jonatan Bengta,David Lynch the art of life : Homerun,BOF / David Lynch : The art of life,2017-01-01,,Musique de film,,,,,
407,16,2017-07-31T15:31:27+02:00,00:01:50:00,Alexandre Desplat,Valérian et la cité des mille planètes : Pearls power,BOF / Valérian et la cité des mille planètes,2017-01-01,,Musique de film,Alexandre Desplat,,,,http://data.doremus.org/artist/4cdc649d-dd29-35ff-8994-74f621fb7830
407,17,2017-07-31T15:33:17+02:00,00:02:31:00,Michel Magne,Barbarella : Bossa et l'espace,Film/Roger Vadim: Barbarella Dom Juan 73,1958-01-01,,Musique de film,,,,,http://data.doremus.org/artist/8f760a28-d0d8-3c9f-bc15-995df141cc30
407,18,2017-07-31T15:35:48+02:00,00:02:05:00,Michael Abels,Get out : Educational video,BOF / Get out,2017-01-01,,Musique de film,,,,,
407,19,2017-07-31T15:37:53+02:00,00:01:08:00,Graeme Revell,Human Nature : My story begins,BOF : Human Nature,2001-01-01,,Musique de film,Divers,,,,
407,21,2017-07-31T15:39:04+02:00,00:00:20:00,Michael Abels,Get out : Prologue,BOF / Get out,2017-01-01,,Musique de film,,,,,
407,22,2017-07-31T15:39:24+02:00,00:01:19:00,Michael Abels,Get out : Sikiliza kwa wahenga (main title),BOF / Get out,2017-01-01,,Musique de film,,,,,
407,23,2017-07-31T15:40:43+02:00,00:04:03:00,Ryuichi Sakamoto,Ubi,Async,2017-01-01,,Enfants,Ryuichi Sakamoto,,,,
407,24,2017-07-31T15:44:46+02:00,00:02:09:00,Laurent Levesque,Les poupées russes : Martine princess,B.O.F. / Les poupees russes,2005-01-01,,Musique de film,Laurent Levesque,,,,
407,25,2017-07-31T15:46:55+02:00,00:02:53:00,Alexandre Desplat,Birth : The engagement,BOF/Birth,2004-01-01,,Musique de film,Orchestre Symphonique De Londres;Alexandre Desplat,Orchestre;Chef d'orchestre,,,http://data.doremus.org/artist/4cdc649d-dd29-35ff-8994-74f621fb7830
407,26,2017-07-31T15:49:48+02:00,00:04:24:00,Christophe Julien,9 mois ferme : Le berceau,BOF / 9 mois ferme,2013-01-01,,Musique de film,,,,,
407,27,2017-07-31T15:54:12+02:00,00:02:03:00,Stribor Kusturica,On the milky road : Flaše,Bof / On the milky road,2017-01-01,,Musique de film,Stribor Kusturica;Divers,,,,http://data.doremus.org/artist/d2dd54df-bddc-315d-bd6a-d948f8f81b8e
407,28,2017-07-31T15:56:15+02:00,00:03:15:00,Antoine Duhamel,Week-End : Footit et chocolat,BOF / Pierrot le fou et Week-end,1965-01-01,,Musique de film,,,,,http://data.doremus.org/artist/0ff45f40-2c6a-322e-a441-3b4d0ed465ce
