channel,id,datetime,duration,composer,title,album,publication,instrumental,genre,interpreter,mop,best,best_matching_score,composer_uri
404,4,2016-12-19T00:00:33+01:00,00:01:27:00,Hassan Kassayi,Reng Abu Atâ,Iran : Mohammad Motamedi /Chant classique,2014-01-01,,Musique traditionnelle,Sina Jahanabadi;Azad Mirzapour;Pasha Hanjani;Hossein Rezayinia;Ali Rahimi,Kamanche (vièle);Tar (luth);Nay (flûte);Daf (tambour);Tombak (tambour gobelet),,,
404,5,2016-12-19T00:02:00+01:00,00:05:30:00,,Zarbikâni Dashtestâni - poésie chantée du XIème siècle,Iran : Mohammad Motamedi /Chant classique,2014-01-01,,Musique traditionnelle,Mohammad Motamedi;Sina Jahanabadi;Azad Mirzapour;Hossein Rezayinia,Kamanche (vièle);Luth;Daf (tambour),,,
404,6,2016-12-19T00:07:30+01:00,00:02:56:00,Pasha Hanjani,Masnavi mokhâlef - pour nay,Iran : Mohammad Motamedi /Chant classique,2014-01-01,,Musique traditionnelle,Pasha Hanjani,Nay (flûte),,,
404,9,2016-12-19T00:10:55+01:00,00:08:21:00,,Taksim der vakti subhu guyes,Turquie: musique Soufi,1986-01-01,,Musique traditionnelle,Kudsi Erguner And Nezim Ozak,,,,
404,11,2016-12-19T00:19:19+01:00,00:03:00:00,,Percussion solo,Arménie 1/Chants liturgiques du Moyen Age et musique instrumentale,1987-01-01,,Musique traditionnelle,Vartan Avedissian,Percussions,,,
404,12,2016-12-19T00:22:19+01:00,00:11:18:00,,Kani vour djan im,Arménie/Musique des troubadours et de traditions populaires : Sayat Nova,1983-01-01,,Musique traditionnelle,L'Ensemble De Musique Armenienne;Aram Kerovpyan;Mahmoud Tabrizi Zadeh;Edmond Zartarian;Virginia Pattie-Kerovpyan,,,,
404,13,2016-12-19T00:33:37+01:00,00:01:46:00,,Bénissons le seigneur,Arménie 1/Chants liturgiques du Moyen Age et musique instrumentale,1987-01-01,,Musique traditionnelle,Choeurs D'Hommes;Emma Dzadourian,Voix;Chef d'orchestre,,,
404,16,2016-12-19T00:36:04+01:00,00:06:50:00,,Communauté Yéménite : Rahmanah,Israël : Traditions liturgiques des communautés juives,1977-01-01,,Musique religieuse & sacrée,Non Identifie,,,,
404,17,2016-12-19T00:42:54+01:00,00:03:55:00,,Mouna / Ô ma jolie,Israël : Les juifs d'Ethiopie vol 2,1986-01-01,,Musique religieuse & sacrée,Groupe De Chanteurs Amateurs De La Region De Nazar,,,,
404,18,2016-12-19T00:46:49+01:00,00:01:43:00,,Alla killa,Ethiopie / Polyphonies ari,2002-01-01,,Musique traditionnelle,Divers,Voix,,,
404,19,2016-12-19T00:48:32+01:00,00:03:37:00,,Shungi ashta,Ethiopie / Polyphonies ari,2002-01-01,,Musique traditionnelle,Divers,Voix,,,
404,20,2016-12-19T00:52:09+01:00,00:03:23:00,,Shungul shambuko,Ethiopie / Polyphonies ari,2002-01-01,,Musique traditionnelle,Divers,Voix,,,
404,22,2016-12-19T00:55:43+01:00,00:07:27:00,,Mankayra-chant accompagné au luth xalam,Sénégal/Musique wolof,2006-01-01,,Musique traditionnelle,Divers,Voix Luth,,,
404,23,2016-12-19T01:03:10+01:00,00:01:40:00,,Musique bassari-Cérémonie okèrèxè-Solo de tambour,Sénégal/Musique peul et tenda,1994-01-01,,Musique traditionnelle,Divers,Tambour,,,
