channel,id,datetime,duration,composer,title,album,publication,instrumental,genre,interpreter,mop,best,best_matching_score,composer_uri
402,3,2017-10-09T00:00:11+02:00,00:13:15:00,Wolfgang Amadeus Mozart,Concerto pour piano n°27 en Si bémol Maj K 595 : 1. Allegro,Carl Schuricht dirige Mozart et Brahms,2017-01-01,,Musique symphonique,Robert Casadesus;Orchestre Du Festival Suisse;Carl Schuricht,Piano;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/109774f4-da03-3053-bfcb-0a0e15076239,0.95,http://data.doremus.org/artist/4802a043-23bb-3b8d-a443-4a3bd22ccc63
402,4,2017-10-09T00:13:26+02:00,00:08:08:00,Wolfgang Amadeus Mozart,Concerto pour piano n°27 en Si bémol Maj K 595 : 2. Larghetto,Carl Schuricht dirige Mozart et Brahms,2017-01-01,,Musique symphonique,Robert Casadesus;Orchestre Du Festival Suisse;Carl Schuricht,Piano;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/109774f4-da03-3053-bfcb-0a0e15076239,0.95,http://data.doremus.org/artist/4802a043-23bb-3b8d-a443-4a3bd22ccc63
402,5,2017-10-09T00:21:34+02:00,00:08:08:00,Wolfgang Amadeus Mozart,Concerto pour piano n°27 en Si bémol Maj K 595 : 3. Allegro,Carl Schuricht dirige Mozart et Brahms,2017-01-01,,Musique symphonique,Robert Casadesus;Orchestre Du Festival Suisse;Carl Schuricht,Piano;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/109774f4-da03-3053-bfcb-0a0e15076239,0.95,http://data.doremus.org/artist/4802a043-23bb-3b8d-a443-4a3bd22ccc63
402,7,2017-10-09T00:29:51+02:00,00:02:39:00,Joaquin Turina,Partita pour piano en Ut Maj op 57 : Prélude,Alicia de Larrocha : The First Recordings,,,Musique soliste,Alicia De Larrocha,Piano,,,http://data.doremus.org/artist/1dc7672a-639a-33f3-82f5-13542a062f9c
402,8,2017-10-09T00:32:30+02:00,00:04:22:00,Joaquin Turina,Partita pour piano en Ut Maj op 57 : Sarabande,Alicia de Larrocha : The First Recordings,,,Musique soliste,Alicia De Larrocha,Piano,,,http://data.doremus.org/artist/1dc7672a-639a-33f3-82f5-13542a062f9c
402,9,2017-10-09T00:36:52+02:00,00:01:37:00,Joaquin Turina,Partita pour piano en Ut Maj op 57 : Caprice,Alicia de Larrocha : The First Recordings,,,Musique soliste,Alicia De Larrocha,Piano,,,http://data.doremus.org/artist/1dc7672a-639a-33f3-82f5-13542a062f9c
402,10,2017-10-09T00:38:29+02:00,00:03:06:00,Joaquin Turina,Partita pour piano en Ut Maj op 57 : Introduction et gigue,Alicia de Larrocha : The First Recordings,,,Musique soliste,Alicia De Larrocha,Piano,,,http://data.doremus.org/artist/1dc7672a-639a-33f3-82f5-13542a062f9c
402,12,2017-10-09T00:41:41+02:00,00:10:40:00,Johannes Brahms,Sonate pour violon et piano n°1 en Sol Maj op 78 : 1. Vivace ma non troppo,The art of Gioconda de Vito / CD 7,,,Musique de chambre,Gioconda De Vito;Edwin Fischer,Violon;Piano,http://data.doremus.org/expression/c4b40a35-99b0-37e2-b703-c212a7654eeb,0.99,http://data.doremus.org/artist/f9a2ac39-a62d-3be2-8abb-e564de0ec96d
402,13,2017-10-09T00:52:21+02:00,00:08:14:00,Johannes Brahms,Sonate pour violon et piano n°1 en Sol Maj op 78 : 2. Adagio,The art of Gioconda de Vito / CD 7,,,Musique de chambre,Gioconda De Vito;Edwin Fischer,Violon;Piano,http://data.doremus.org/expression/c4b40a35-99b0-37e2-b703-c212a7654eeb,0.99,http://data.doremus.org/artist/f9a2ac39-a62d-3be2-8abb-e564de0ec96d
402,14,2017-10-09T01:00:35+02:00,00:09:12:00,Johannes Brahms,Sonate pour violon et piano n°1 en Sol Maj op 78 : 3. Allegro molto moderato,The art of Gioconda de Vito / CD 7,,,Musique de chambre,Gioconda De Vito;Edwin Fischer,Violon;Piano,http://data.doremus.org/expression/c4b40a35-99b0-37e2-b703-c212a7654eeb,0.99,http://data.doremus.org/artist/f9a2ac39-a62d-3be2-8abb-e564de0ec96d
402,16,2017-10-09T01:09:50+02:00,00:05:34:00,Anton Dvorak,8 danses slaves op 46 B 83 : Danse slave en Ré Maj n°6 - pour orchestre,Karel Ancerl : The Philips Recordings,,,Musique symphonique,Orchestre Symphonique De Vienne;Karel Ancerl,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/153b7baa-2c0b-35a0-b910-1aa1c5f3b1f9,0.98,http://data.doremus.org/artist/a3e06c5c-4d9d-323a-a3e9-5121acb70d3e
402,17,2017-10-09T01:15:24+02:00,00:03:17:00,Anton Dvorak,8 danses slaves op 46 B 83 : Danse slave en ut min n°7 B 83 - pour orchestre,Karel Ancerl : The Philips Recordings,,,Musique symphonique,Orchestre Symphonique De Vienne;Karel Ancerl,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/153b7baa-2c0b-35a0-b910-1aa1c5f3b1f9,0.98,http://data.doremus.org/artist/a3e06c5c-4d9d-323a-a3e9-5121acb70d3e
402,18,2017-10-09T01:18:41+02:00,00:04:09:00,Anton Dvorak,8 danses slaves op 46 B 83 : Danse slave en sol min n°8 - pour orchestre,Karel Ancerl : The Philips Recordings,,,Musique symphonique,Orchestre Symphonique De Vienne;Karel Ancerl,Orchestre;Chef d'orchestre,http://data.doremus.org/expression/153b7baa-2c0b-35a0-b910-1aa1c5f3b1f9,0.98,http://data.doremus.org/artist/a3e06c5c-4d9d-323a-a3e9-5121acb70d3e
402,19,2017-10-09T01:22:50+02:00,00:07:28:00,Umberto Giordano,André Chénier : Vicino a te s'acqueta (Acte IV) Duo Maddalena et Andrea,An evening at the Lyric Opera of Chicago,,,Opéra,Renata Tebaldi;Richard Tucker;Orchestre De L'Opera De Chicago;Georg Solti,Soprano Maddalena;Ténor Andrea;Orchestre;Chef d'orchestre,http://data.doremus.org/expression/20146cbe-6afc-3aad-9220-0c08663da548,1.00,http://data.doremus.org/artist/51261beb-0451-3024-b4d1-31e835ac7573
402,21,2017-10-09T01:30:27+02:00,00:01:38:00,Frederic Chopin,Mazurka pour piano en Si bémol Maj op posth,The Maryla Jonas story : Her complete piano recordings,2017-01-01,,Musique soliste,Maryla Jonas,Piano,http://data.doremus.org/expression/7a793c4b-d6b8-3013-a9be-a3b7fd5284d9,0.87,http://data.doremus.org/artist/62348fad-974d-38db-a5a7-505f6a7a7db6
402,22,2017-10-09T01:32:05+02:00,00:01:17:00,Frederic Chopin,Mazurka pour piano n°19 en si min op 30 n°2,The Maryla Jonas story : Her complete piano recordings,2017-01-01,,Musique soliste,Maryla Jonas,Piano,http://data.doremus.org/expression/14ce37a3-2556-391d-abea-4bc3255f79e8,0.95,http://data.doremus.org/artist/62348fad-974d-38db-a5a7-505f6a7a7db6
402,23,2017-10-09T01:33:22+02:00,00:02:01:00,Frederic Chopin,Mazurka pour piano n°11 en mi min op 17 n°2,The Maryla Jonas story : Her complete piano recordings,2017-01-01,,Musique soliste,Maryla Jonas,Piano,http://data.doremus.org/expression/bb481c20-11bd-3aac-adcd-91964c0699ca,0.95,http://data.doremus.org/artist/62348fad-974d-38db-a5a7-505f6a7a7db6
402,24,2017-10-09T01:35:23+02:00,00:05:42:00,Frederic Chopin,Berceuse pour piano en Ré bémol Maj op 57,The Maryla Jonas story : Her complete piano recordings,2017-01-01,,Musique soliste,Maryla Jonas,Piano,http://data.doremus.org/expression/e5ed9e42-470f-348e-b3b0-7007ba4640e4,0.95,http://data.doremus.org/artist/62348fad-974d-38db-a5a7-505f6a7a7db6
402,25,2017-10-09T01:41:05+02:00,00:01:59:00,Nicholas,Music box en Sol Maj - pour piano,The Maryla Jonas story : Her complete piano recordings,2017-01-01,,Musique soliste,Maryla Jonas,Piano,,,
402,26,2017-10-09T01:43:04+02:00,00:02:27:00,Jean Philippe Rameau,Nouvelles suites de pièces de clavecin : Suite en Sol : Menuet I en Sol Maj / Menuet II en sol min - pour piano,The Maryla Jonas story : Her complete piano recordings,2017-01-01,,Musique soliste,Maryla Jonas,Piano,http://data.doremus.org/expression/d8fd02ea-5659-36a6-b477-16bc6b8c46a7,1.00,http://data.doremus.org/artist/1929320a-c4f9-36e5-890c-657126ebcdaf
402,27,2017-10-09T01:45:31+02:00,00:01:21:00,Maurice Ravel,5 mélodies populaires grecques : 1. Chanson de la mariée,Irma Kolassi : The Decca Recitals,,,Mélodie & Lied,Irma Kolassi;Jacqueline Bonneau,Mezzo-soprano;Piano,http://data.doremus.org/expression/60c6b937-3c56-3a6d-959b-ad87f9d4ef25,1.00,http://data.doremus.org/artist/1b1205f9-b99a-3bb8-ba77-256689af2e00
402,28,2017-10-09T01:46:52+02:00,00:01:56:00,Maurice Ravel,5 mélodies populaires grecques : 2. Là-bas vers l'église,Irma Kolassi : The Decca Recitals,,,Mélodie & Lied,Irma Kolassi;Jacqueline Bonneau,Mezzo-soprano;Piano,http://data.doremus.org/expression/60c6b937-3c56-3a6d-959b-ad87f9d4ef25,1.00,http://data.doremus.org/artist/1b1205f9-b99a-3bb8-ba77-256689af2e00
402,29,2017-10-09T01:48:48+02:00,00:01:01:00,Maurice Ravel,5 mélodies populaires grecques : 3. Quel galant m'est comparable,Irma Kolassi : The Decca Recitals,,,Mélodie & Lied,Irma Kolassi;Jacqueline Bonneau,Mezzo-soprano;Piano,http://data.doremus.org/expression/60c6b937-3c56-3a6d-959b-ad87f9d4ef25,1.00,http://data.doremus.org/artist/1b1205f9-b99a-3bb8-ba77-256689af2e00
402,30,2017-10-09T01:49:49+02:00,00:03:02:00,Maurice Ravel,5 mélodies populaires grecques : 4. Chanson des cueilleuses de lentisques,Irma Kolassi : The Decca Recitals,,,Mélodie & Lied,Irma Kolassi;Jacqueline Bonneau,Mezzo-soprano;Piano,http://data.doremus.org/expression/60c6b937-3c56-3a6d-959b-ad87f9d4ef25,1.00,http://data.doremus.org/artist/1b1205f9-b99a-3bb8-ba77-256689af2e00
402,31,2017-10-09T01:52:51+02:00,00:01:05:00,Maurice Ravel,5 mélodies populaires grecques : 5. Tout gai,Irma Kolassi : The Decca Recitals,,,Mélodie & Lied,Irma Kolassi;Jacqueline Bonneau,Mezzo-soprano;Piano,http://data.doremus.org/expression/60c6b937-3c56-3a6d-959b-ad87f9d4ef25,1.00,http://data.doremus.org/artist/1b1205f9-b99a-3bb8-ba77-256689af2e00
402,33,2017-10-09T01:54:09+02:00,00:13:03:00,Felix Mendelssohn,Concerto pour violon n°2 en mi min op 64 : 1. Allegro molto appassionato,Johanna Martzy : Milestones of a Legend / CD 2,,,Musique de chambre,Johanna Martzy;Orchestre Symphonique De La Radio De Stuttgart;Hans Muller-Kray,Violon;Orchestre;Chef d'orchestre,,,http://data.doremus.org/artist/bcb7cc8c-7784-3d08-a075-96fd50a3f4f8
402,34,2017-10-09T02:07:12+02:00,00:08:08:00,Felix Mendelssohn,Concerto pour violon n°2 en mi min op 64 : 2. Andante - Allegretto non troppo,Johanna Martzy : Milestones of a Legend / CD 2,,,Musique de chambre,Johanna Martzy;Orchestre Symphonique De La Radio De Stuttgart;Hans Muller-Kray,Violon;Orchestre;Chef d'orchestre,,,http://data.doremus.org/artist/bcb7cc8c-7784-3d08-a075-96fd50a3f4f8
402,35,2017-10-09T02:15:20+02:00,00:05:37:00,Felix Mendelssohn,Concerto pour violon n°2 en mi min op 64 : 3. Allegro molto vivace,Johanna Martzy : Milestones of a Legend / CD 2,,,Musique de chambre,Johanna Martzy;Orchestre Symphonique De La Radio De Stuttgart;Hans Muller-Kray,Violon;Orchestre;Chef d'orchestre,,,http://data.doremus.org/artist/bcb7cc8c-7784-3d08-a075-96fd50a3f4f8
