channel,id,datetime,duration,composer,title,album,publication,instrumental,genre,interpreter,mop,best,best_matching_score
407,23,2017-05-22T00:51:39+02:00,00:02:05:00,Gianni Ferrio,One silver dollar (un dollaro bucato),BOF / Inglourious basterds,2009-01-01,,Musique de film,The Film Studio Orchestra,Orchestre,,
407,24,2017-05-22T00:53:44+02:00,00:03:53:00,Ennio Morriconne,Rabbia e tarantella,BOF / Inglourious basterds,2009-01-01,,Musique de film,,,,
407,25,2017-05-22T00:57:37+02:00,00:03:43:00,Andre Previn,Les quatre cavaliers de l'apocalypse,Cinema serenade,1997-01-01,,Musique de film,Itzhak Perlman;Orchestre Symphonique De Pittsburgh;John Williams,Violon;Orchestre;Chef d'orchestre,,
407,27,2017-05-22T01:01:23+02:00,00:00:33:00,Alberto Iglesias,La fleur de mon secret : Titulos,Bof/La fleur de mon secret,1991-01-01,,Musique de film,Camerata Del Prado;Tomas Garrido,Orchestre;Chef d'orchestre,,
407,28,2017-05-22T01:01:56+02:00,00:03:15:00,Simon Diaz,La fleur de mon secret : Tonada de luna llena,Bof/La fleur de mon secret,1991-01-01,,Musique de film,Caetano Veloso,,,
407,29,2017-05-22T01:05:11+02:00,00:03:14:00,Alberto Iglesias,La fleur de mon secret : La flor de mi secreto,Bof/La fleur de mon secret,1991-01-01,,Musique de film,Camerata Del Prado;Tomas Garrido,Orchestre;Chef d'orchestre,,
407,30,2017-05-22T01:08:25+02:00,00:03:37:00,,Volver,Bof / Volver,2006-01-01,,Musique de film,Morente Estrella;Alberto Iglesias,Chant,,
407,31,2017-05-22T01:12:02+02:00,00:01:33:00,,Las vecinas,Bof / Volver,2006-01-01,,Musique de film,Alberto Iglesias,,,
407,32,2017-05-22T01:13:35+02:00,00:04:01:00,Ismael Lo,Tajabone,Bof / Tout sur ma mère,1999-01-01,,Musique de film,Ismael Lo,Voix,,
407,33,2017-05-22T01:17:36+02:00,00:01:35:00,Alberto Iglesias,Madrid,Bof / En chair et en os,1997-01-01,,Musique de film,Cordes De L'Orchestre Symphonique De Madrid;Tomas Garrido,Orchestre;Chef d'orchestre,,
407,34,2017-05-22T01:19:11+02:00,00:03:04:00,Alberto Iglesias,Sufre como yo,Bof / En chair et en os,1997-01-01,,Musique de film,Cordes De L'Orchestre Symphonique De Madrid;Tomas Garrido,Orchestre;Chef d'orchestre,,
407,36,2017-05-22T01:22:19+02:00,00:02:08:00,Alberto Iglesias,La mecánica del transplante,Bof / Tout sur ma mère,1999-01-01,,Musique de film,Orchestre Philharmonique De Prague;Mario Klemens,Orchestre;Chef d'orchestre,,
407,37,2017-05-22T01:24:27+02:00,00:03:18:00,Dino Saluzzi,Gorrión,Bof / Tout sur ma mère,1999-01-01,,Musique de film,Dino Saluzzi,Bandonéon,,
407,38,2017-05-22T01:27:45+02:00,00:01:33:00,Alberto Iglesias,Titulos de cabecera,Bof / La mauvaise éducation,2004-01-01,,Musique de film,,,,
407,39,2017-05-22T01:29:18+02:00,00:02:49:00,Alberto Iglesias,Maniqui parisien,Bof / La mauvaise éducation,2004-01-01,,Musique de film,Sara Montiel,,,
407,40,2017-05-22T01:32:07+02:00,00:01:29:00,Alberto Iglesias,Jardinero,Bof / La mauvaise éducation,2004-01-01,,Musique de film,,,,
407,41,2017-05-22T01:33:36+02:00,00:03:04:00,Ryuichi Sakamoto,Tema principal,Bof / Talons aiguilles,1992-01-01,,Musique de film,Ryuichi Sakamoto,Chef d'orchestre,,
407,42,2017-05-22T01:36:40+02:00,00:04:29:00,Agustin Lara,Piensa en mi,Bof / Talons aiguilles,1992-01-01,,Musique de film,Luz Casal,Voix,,
407,44,2017-05-22T01:41:13+02:00,00:02:56:00,Bernardo Bonezzi,Qué he hecho yo para merecer esto?,3films de Pedro Almodovar/Femmes au bord de la crise de nerfs/Matador/Qu'est-ce que j'ai fait pour mériter ça ?,1990-01-01,,Musique de film,,,,
407,45,2017-05-22T01:44:09+02:00,00:02:42:00,,La fleur de mon secret : En el último trago,Bof/La fleur de mon secret,1991-01-01,,Musique de film,Chavela Vargas,Voix,,
407,46,2017-05-22T01:46:51+02:00,00:01:55:00,Alberto Iglesias,La fleur de mon secret : Casa con ventanas y libros,Bof/La fleur de mon secret,1991-01-01,,Musique de film,Camerata Del Prado;Tomas Garrido,Orchestre;Chef d'orchestre,,
407,47,2017-05-22T01:48:46+02:00,00:02:32:00,,La fleur de mon secret : Ay amor,Bof/La fleur de mon secret,1991-01-01,,Musique de film,Bola De Nieve,,,
407,48,2017-05-22T01:51:18+02:00,00:05:17:00,Alberto Iglesias,Hable con ella,Bof / Parle avec elle / Iglesias Alberto,2002-01-01,,Musique de film,Vicente Amigo;Gavin Wright;Anthony Pleeth;Pele (el);London Session Orchestra;Alberto Iglesias,Guitare;Violon;Violoncelle;Voix;Orchestre;Chef d'orchestre,,
407,50,2017-05-22T01:56:38+02:00,00:03:50:00,Tomas Mendez-Sosa,Cucurrucucu paloma,Bof / Parle avec elle / Iglesias Alberto,2002-01-01,,Musique de film,Caetano Veloso,Voix,,
407,51,2017-05-22T02:00:28+02:00,00:01:47:00,Alberto Iglesias,Una patada en les huevos,Bof / La piel que habito,2011-01-01,,Musique de film,Alberto Iglesias,Chef d'orchestre,,
407,52,2017-05-22T02:02:15+02:00,00:03:29:00,Pedro Galindo;Elpidio Ramirez,Malagueña salerosa,BOF/ Les amants passagers,2013-01-01,,Musique de film,Luz Bonfá,,,
407,54,2017-05-22T02:05:48+02:00,00:01:59:00,Danny Elfman,Pee-wee's big adventure - Clown dream,Pee Wee's big adventure -- Back to school,1986-01-01,,Musique de film,National Philharmonic Orchestra;John Coleman,Orchestre;Chef d'orchestre,,
407,55,2017-05-22T02:07:47+02:00,00:02:29:00,Danny Elfman,Main titles,Beetlejuice,1988-01-01,,Musique de film,Bill Ross,Chef d'orchestre,,
407,56,2017-05-22T02:10:16+02:00,00:02:36:00,Danny Elfman,Introduction (titles),Edward scissorhands/Edward aux mains d'argent,1990-01-01,,Musique de film,Shirley Walker,Chef d'orchestre,,
407,57,2017-05-22T02:12:52+02:00,00:05:37:00,Danny Elfman,Batman returns: birth of a penguin,Music for a darkened theatre: Film and television music vol. 2,1996-01-01,,Musique de film,Johnathan Sheffer,Chef d'orchestre,,
407,59,2017-05-22T02:18:33+02:00,00:01:49:00,Danny Elfman,Overture,Bof / The nightmare before Christmas/L'étrange noël de Monsieur Jack,1993-01-01,,Musique de film,Divers,,,
407,60,2017-05-22T02:20:22+02:00,00:00:58:00,Danny Elfman,Opening,Bof / The nightmare before Christmas/L'étrange noël de Monsieur Jack,1993-01-01,,Musique de film,Divers,,,
407,61,2017-05-22T02:21:20+02:00,00:03:16:00,Danny Elfman,This is halloween,Bof / The nightmare before Christmas/L'étrange noël de Monsieur Jack,1993-01-01,,Musique de film,Divers,,,
407,62,2017-05-22T02:24:36+02:00,00:03:15:00,Danny Elfman,Jack's lament,Bof / The nightmare before Christmas/L'étrange noël de Monsieur Jack,1993-01-01,,Musique de film,Divers,,,
407,63,2017-05-22T02:27:51+02:00,00:02:37:00,Danny Elfman,Doctor finklestein / In the forest,Bof / The nightmare before Christmas/L'étrange noël de Monsieur Jack,1993-01-01,,Musique de film,Divers,,,
407,64,2017-05-22T02:30:28+02:00,00:03:05:00,Danny Elfman,What's this,Bof / The nightmare before Christmas/L'étrange noël de Monsieur Jack,1993-01-01,,Musique de film,Divers,,,
407,65,2017-05-22T02:33:33+02:00,00:02:22:00,Danny Elfman,Mars attacks : Main titles,B.O.F : Mars attacks!,1996-01-01,,Musique de film,Artie Kane,Chef d'orchestre,,
407,67,2017-05-22T02:35:59+02:00,00:03:08:00,,Indian love call,B.O.F : Mars attacks!,1996-01-01,,Musique de film,Slim Whitman,Voix,,
407,68,2017-05-22T02:39:07+02:00,00:01:59:00,Gordon Mills,It's Not Unusual,B.O.F : Mars attacks!,1996-01-01,,Musique de film,Tom Jones,Voix,,
407,69,2017-05-22T02:41:06+02:00,00:03:50:00,,Main titles,Bof / Planete des singes,2001-01-01,,Musique de film,,,,
407,70,2017-05-22T02:44:56+02:00,00:01:01:00,Danny Elfman,Wonka's welcome song,Charlie and the chocolate factor/Charlie et la chocolaterie/Bande originale film,2005-01-01,,Musique de film,,,,
407,71,2017-05-22T02:45:57+02:00,00:05:07:00,Danny Elfman;T.j Lindgren,Alice's theme,BOF / Alice au pays des merveilles,2010-01-01,,Musique de film,,,,
407,73,2017-05-22T02:51:07+02:00,00:02:19:00,Danny Elfman,Main titles,BOF / Frankenweenie,2012-01-01,,Musique de film,,,,
407,74,2017-05-22T02:53:26+02:00,00:02:43:00,Danny Elfman,The End? (Uncut),B.O.F./dark shadows,2012-01-01,,Musique de film,,,,
407,75,2017-05-22T02:56:09+02:00,00:01:54:00,Danny Elfman,More The End?,B.O.F./dark shadows,2012-01-01,,Musique de film,,,,
407,76,2017-05-22T02:58:03+02:00,00:01:47:00,Danny Elfman,Sally's song,B.O.F. / Etrange noel de mr. Jack,2006-01-01,,Musique de film,Catherine O'Hara,,,
407,77,2017-05-22T02:59:50+02:00,00:03:15:00,,Big Eyes : Bludan,BOF / Big Eyes,2014-01-01,,Musique de film,Cast Of Big Eyes,,,
407,80,2017-05-22T03:00:04+02:00,00:02:21:00,Bernard Herrmann,Prince of players (film) : prelude,Bernard Herrmann : musiques de films,1998-01-01,,Musique de film,Orchestre Symphonique De Moscou;William Stromberg,Orchestre;Chef d'orchestre,,
407,81,2017-05-22T03:02:25+02:00,00:00:32:00,Bernard Herrmann,Prince of players (film) : Hamlet - interlude,Bernard Herrmann : musiques de films,1998-01-01,,Musique de film,Orchestre Symphonique De Moscou;William Stromberg,Orchestre;Chef d'orchestre,,
407,82,2017-05-22T03:02:57+02:00,00:02:43:00,Ennio Morricone,Hamlet (version 1),Bof / Hamlet,1990-01-01,,Musique de film,Fausto Anzelmo;Carlo Romano;Cunione Musicisti De Rome,Alto (instrument);Hautbois;Orchestre,,
407,83,2017-05-22T03:05:40+02:00,00:03:57:00,Ennio Morricone,Ophelia (version 1),Bof / Hamlet,1990-01-01,,Musique de film,Fausto Anzelmo;Carlo Romano;Cunione Musicisti De Rome,Alto (instrument);Hautbois;Orchestre,,
407,84,2017-05-22T03:09:37+02:00,00:01:24:00,Thomas Wander;Harald Kloser,Hamlet in the rain,Bof / Anonymous,2011-01-01,,Musique de film,Klaus-Peter Bayer,Chef d'orchestre,,
407,85,2017-05-22T03:11:01+02:00,00:02:56:00,Thomas Wander;Harald Kloser,William shake-speare,Bof / Anonymous,2011-01-01,,Musique de film,Klaus-Peter Bayer,Chef d'orchestre,,
407,86,2017-05-22T03:13:57+02:00,00:03:10:00,Patrick Doyle,In pace,Hamlet (film),1996-01-01,,Musique de film,Placido Domingo;Robert Ziegler,Ténor;Chef d'orchestre,,
407,87,2017-05-22T03:17:07+02:00,00:01:51:00,Carter Burwell,Rosenkrantz and guildenstern are dead,Bof / Hamlet,2000-01-01,,Musique de film,Carter Burwell Carter,Chef d'orchestre,,
407,88,2017-05-22T03:18:58+02:00,00:01:29:00,Thomas Wander;Harald Kloser,Will's triumph,Bof / Anonymous,2011-01-01,,Musique de film,Klaus-Peter Bayer,Chef d'orchestre,,
407,90,2017-05-22T03:20:30+02:00,00:02:09:00,Dick Hyman,La rose pourpre du Caire : Theme from the purple rose of Cairo,BOF / La rose pourpre du Caire,1985-01-01,,Musique de film,Dick Hyman;Urbie Green;Mel Davis;Romeo Penque;Non Identifie,Piano;Trombone;Trompette;Cor anglais;Orchestre,,
407,91,2017-05-22T03:22:39+02:00,00:03:34:00,,Romeo and Juliet,B.O.F / Music of Nino rota,1999-01-01,,Musique de film,Nino Rota,,,
407,92,2017-05-22T03:26:13+02:00,00:02:20:00,Ennio Morricone,La cosa buffa (film) / Come Giuletta e Romeo,Cinemusic volume 2,1977-01-01,,Musique de film,Non Identifie,Chef d'orchestre,,
407,93,2017-05-22T03:28:33+02:00,00:03:48:00,Nino Rota;Elsa Morante,Romeo and Juliet : Ai giochi addio,Cinema italiano : A new interpretation of italian film,2001-01-01,,Musique de film,Luciano Pavarotti,,,
407,94,2017-05-22T03:32:21+02:00,00:03:26:00,Mark Isham,Nightmare on maple street,Bof / Roméo is bleeding,1994-01-01,,Musique de film,,,,
407,95,2017-05-22T03:35:47+02:00,00:06:22:00,Mark Isham,Romeo is bleeding,Bof / Roméo is bleeding,1994-01-01,,Musique de film,,,,
407,97,2017-05-22T03:42:12+02:00,00:02:35:00,,Love theme from Romeo & Juliet,Collection,1984-01-01,,Musique de film,Henry Mancini,Chef d'orchestre,,
407,98,2017-05-22T03:44:47+02:00,00:04:24:00,Nino Rota,Roméo et juliette : Farewell love scene (Juliet's bedchamber),BOF / Roméo et Juliette,1989-01-01,,Musique de film,Nino Rota,Chef d'orchestre,,
407,99,2017-05-22T03:49:11+02:00,00:05:50:00,Craig Armstrong,Romeo and Juliet,Classic Cinema,,,Musique de film,,,,
407,100,2017-05-22T03:55:01+02:00,00:02:27:00,Abel Korzeniowski,Romeo and Juliette : Queen mab,BOF / Romeo and Juliette,2013-01-01,,Musique de film,Randy Kerber;The Hollywood Studio Symphony;Abel Korzeniowski,Piano;Orchestre;Chef d'orchestre,,
407,101,2017-05-22T03:57:28+02:00,00:03:04:00,Rota Nino,Romeo et Juliette,Grandes musiques de films,1987-01-01,,Musique de film,Caravelli,,,
407,102,2017-05-22T04:00:32+02:00,00:01:40:00,Jeanine Tesori,Romeo and Juliet,Nights in rodanthe,,,Musique de film,,,,
407,103,2017-05-22T04:02:12+02:00,00:03:43:00,Abel Korzeniowski,Romeo and Juliette : Juliet's dream,BOF / Romeo and Juliette,2013-01-01,,Musique de film,Randy Kerber;The Hollywood Studio Symphony;Abel Korzeniowski,Piano;Orchestre;Chef d'orchestre,,
407,105,2017-05-22T04:05:59+02:00,00:02:27:00,Dick Hyman,La rose pourpre du Caire : One day at a time (vocal),BOF / La rose pourpre du Caire,1985-01-01,,Musique de film,Karen Akers;Dick Hyman;Urbie Green;Mel Davis;Romeo Penque;Non Identifie,Piano;Trombone;Trompette;Cor anglais;Orchestre,,
407,106,2017-05-22T04:08:26+02:00,00:05:21:00,Gabriel Yared,Chocolat : Othello,Bof / Chocolat,2016-01-01,,Musique de film,Gabriel Yared,,,
407,107,2017-05-22T04:13:47+02:00,00:04:07:00,Francesco Lavagnino;Alberto Barberis,Main title ~ Chant,Bof / Othello,1993-01-01,,Musique de film,Orchestre Symphonique De Chicago;Non Identifie,Orchestre;Chef d'orchestre,,
407,108,2017-05-22T04:17:54+02:00,00:05:43:00,Francesco Lavagnino;Alberto Barberis,Othello eavesdrops,Bof / Othello,1993-01-01,,Musique de film,Orchestre Symphonique De Chicago;Non Identifie,Orchestre;Chef d'orchestre,,
407,109,2017-05-22T04:23:37+02:00,00:03:14:00,Charlie Mole,Main title,Othello (film),1991-01-01,,Musique de film,Rene Jacob;Gavin Wright,Chef d'orchestre,,
407,110,2017-05-22T04:26:51+02:00,00:01:37:00,Howard Shore;Paul Clark,Reading othello,Bof / Esther kahn,2000-01-01,,Musique de film,,,,
407,111,2017-05-22T04:28:28+02:00,00:02:29:00,Francesco Lavagnino;Alberto Barberis,The deceiver is revealed ~ The death of Othello},Bof / Othello,1993-01-01,,Musique de film,Orchestre Symphonique De Chicago;Non Identifie,Orchestre;Chef d'orchestre,,
407,113,2017-05-22T04:31:00+02:00,00:04:21:00,Patrick Doyle,Overture,Bof : Much ado about nothing ( Beaucoup de bruit pour rien ),1993-01-01,,Musique de film,Emma Thompson;David Snell,Voix;Chef d'orchestre,,
407,114,2017-05-22T04:35:21+02:00,00:01:42:00,Patrick Doyle,Did i not tell you,Bof : Much ado about nothing ( Beaucoup de bruit pour rien ),1993-01-01,,Musique de film,Emma Thompson;David Snell,Voix;Chef d'orchestre,,
407,115,2017-05-22T04:37:03+02:00,00:03:23:00,Simon Boswell,The course of true love,B.O.F. / Le songe d'une nuit d'ete,1999-01-01,,Musique de film,Terry Davies,Chef d'orchestre,,
407,116,2017-05-22T04:40:26+02:00,00:03:53:00,Simon Boswell,Th forgeries of jealousy,B.O.F. / Le songe d'une nuit d'ete,1999-01-01,,Musique de film,Terry Davies,Chef d'orchestre,,
407,117,2017-05-22T04:44:19+02:00,00:05:55:00,Simon Boswell,A most rare vision,B.O.F. / Le songe d'une nuit d'ete,1999-01-01,,Musique de film,Terry Davies,Chef d'orchestre,,
407,118,2017-05-22T04:50:14+02:00,00:06:48:00,Patrick Doyle,Kabruki attack,B.O.F. / As you like it,2007-01-01,,Musique de film,,,,
407,120,2017-05-22T04:57:06+02:00,00:03:07:00,William Walton,As you like it suite d'orchestre d'apres la musique du film de Paul czinner : Title music,William Walton : Musiques de film,1987-01-01,,Musique de film,Orchestre Philharmonique De Londres;Carl Davis,Orchestre;Chef d'orchestre,,
407,121,2017-05-22T05:00:13+02:00,00:04:41:00,William Walton,As you like it suite d'orchestre d'apres la musique du film de Paul czinner : Foutain scene - wrestling scene,William Walton : Musiques de film,1987-01-01,,Musique de film,Orchestre Philharmonique De Londres;Carl Davis,Orchestre;Chef d'orchestre,,
407,122,2017-05-22T05:04:54+02:00,00:00:39:00,William Walton,As you like it suite d'orchestre d'apres la musique du film de Paul czinner : Sunrise,William Walton : Musiques de film,1987-01-01,,Musique de film,Orchestre Philharmonique De Londres;Carl Davis,Orchestre;Chef d'orchestre,,
407,123,2017-05-22T05:05:33+02:00,00:02:22:00,Simon Boswell,Hot ice,B.O.F. / Le songe d'une nuit d'ete,1999-01-01,,Musique de film,Terry Davies,Chef d'orchestre,,
407,124,2017-05-22T05:07:55+02:00,00:01:02:00,Milcho Leviev,Shakespeare with an accent,Chickpeas (film),1994-01-01,,Musique de film,Milcho Leviev;Ensemble Milcho Leviev;Albert Tootie Heath,Piano;Percussions,,
407,125,2017-05-22T05:08:57+02:00,00:02:01:00,Stephen Warbeck,The beginning of the partnership,Bof / Shakespeare in love,1998-01-01,,Musique de film,Catherine Bott;Nick Ingman,Voix;Chef d'orchestre,,
407,126,2017-05-22T05:10:58+02:00,00:01:30:00,Stephen Warbeck,Farewell,Bof / Shakespeare in love,1998-01-01,,Musique de film,Catherine Bott;Nick Ingman,Voix;Chef d'orchestre,,
407,127,2017-05-22T05:12:28+02:00,00:03:05:00,Trevor Jones,Clarence's dream,BOF / Richard III,1996-01-01,,Musique de film,Gavin Wright,Chef d'orchestre,,
407,128,2017-05-22T05:15:33+02:00,00:05:05:00,Stephen Warbeck,The end,Bof / Shakespeare in love,1998-01-01,,Musique de film,Catherine Bott;Nick Ingman,Voix;Chef d'orchestre,,
407,130,2017-05-22T05:20:41+02:00,00:03:21:00,Jacques Ibert,Macbeth (suite) - overture,Macbeth golgotha don quichotte,1989-01-01,,Musique de film,,,,
407,131,2017-05-22T05:24:02+02:00,00:03:24:00,Jacques Ibert,Macbeth (suite) - macbeth after the murder,Macbeth golgotha don quichotte,1989-01-01,,Musique de film,,,,
407,132,2017-05-22T05:27:26+02:00,00:05:30:00,Jacques Ibert,Macbeth (suite) - death of lady macbeth,Macbeth golgotha don quichotte,1989-01-01,,Musique de film,,,,
407,133,2017-05-22T05:32:56+02:00,00:02:13:00,Delerue Georges,Josepha : Macbeth les sorcières / Autopsie de Dolorès Starr (inédit),BOF / Josepha / Femmes de personne,2015-01-01,,Musique de film,Non Identifie;Delerue Georges,Orchestre;Chef d'orchestre,,
407,134,2017-05-22T05:35:09+02:00,00:04:48:00,Astor Piazzolla,Remembrance,Henri IV le roi fou (film),1984-01-01,,Musique de film,Astor Piazzolla;Non Identifie;Astor Piazzolla,Bandonéon;Orchestre;Chef d'orchestre,,
407,135,2017-05-22T05:39:57+02:00,00:03:39:00,Astor Piazzolla,Oblivion (bandonéon soliste),Henri IV le roi fou (film),1984-01-01,,Musique de film,Astor Piazzolla;Non Identifie;Astor Piazzolla,Bandonéon;Orchestre;Chef d'orchestre,,
407,136,2017-05-22T05:43:36+02:00,00:02:07:00,Jed Kurzel,Macbeth : The child part 1,BOF / Macbeth,2015-01-01,,Musique de film,,,,
407,137,2017-05-22T05:45:43+02:00,00:01:16:00,Jed Kurzel,Macbeth : The child part 2,BOF / Macbeth,2015-01-01,,Musique de film,,,,
407,138,2017-05-22T05:46:59+02:00,00:04:07:00,Jed Kurzel,Macbeth : The battle,BOF / Macbeth,2015-01-01,,Musique de film,,,,
407,139,2017-05-22T05:51:06+02:00,00:02:27:00,Jed Kurzel,Macbeth : Spot,BOF / Macbeth,2015-01-01,,Musique de film,,,,
407,141,2017-05-22T05:53:36+02:00,00:02:09:00,Stephen Warbeck,Shakespeare leaves,Bof / Miguel y William,2007-01-01,,Musique de film,Non Identifie;Paul Englishby,Orchestre;Chef d'orchestre,,
407,142,2017-05-22T05:55:45+02:00,00:03:28:00,Stephen Warbeck,The end,Bof / Miguel y William,2007-01-01,,Musique de film,Non Identifie;Paul Englishby,Orchestre;Chef d'orchestre,,
407,143,2017-05-22T05:59:13+02:00,00:04:47:00,Michael. J Lewis,Partita of blood / alive in triumph,BOF : Theater Of Blood,1973-01-01,,Musique de film,,,,
407,144,2017-05-22T06:04:00+02:00,00:01:32:00,Michael. J Lewis,Fugato,BOF : Theater Of Blood,1973-01-01,,Musique de film,,,,
407,147,2017-05-22T06:00:03+02:00,00:03:20:00,Ennio Morricone,The sicilian clan,The big gundown : John Zorn joue la musique de Ennio Morricone,2000-01-01,,Musique de film,John Zorn,Saxophone,,
407,148,2017-05-22T06:03:23+02:00,00:03:29:00,Ennio Morricone,Man with a harmonica,Bof / Il etait une fois dans l'ouest,1969-01-01,,Musique de film,,,,
407,149,2017-05-22T06:06:52+02:00,00:03:22:00,Ennio Morricone,Le clan des siciliens - dialogo n 2,Lino Ventura,1997-01-01,,Musique de film,,,,
407,150,2017-05-22T06:10:14+02:00,00:01:37:00,Ennio Morricone,Les poings dans les poches,Il etait une fois Ennio Morricone volume 1 cd2,1992-01-01,,,Ennio Morricone,Chef d'orchestre,,
407,151,2017-05-22T06:11:51+02:00,00:07:24:00,Ennio Morricone,The stendhal syndrome theme,Bof / The stendhal syndrome,1998-01-01,,Musique de film,,,,
407,153,2017-05-22T06:19:18+02:00,00:03:46:00,Nino Rota,O Venezia Venaga Venusia,Il casanova,1991-01-01,,Musique de film,Non Identifie;Carlo Savina,Chef d'orchestre,,
407,154,2017-05-22T06:23:04+02:00,00:02:10:00,Michel Polnareff,Thème d'amour,B.O.F. / La folie des grandeurs,1971-01-01,,Musique de film,,,,
407,155,2017-05-22T06:25:14+02:00,00:07:32:00,Ennio Morricone,Les huit salopards : L'ultima diligenza di Red Rock (Versione integrale),BOF / Les huit salopards (The hateful eight),2015-01-01,,Musique de film,,,,
407,156,2017-05-22T06:32:46+02:00,00:01:27:00,,Sister sara's theme,Bof / Django Unchained,2012-01-01,,Musique de film,Ennio Morricone,,,
407,157,2017-05-22T06:34:13+02:00,00:02:41:00,Michel Polnareff,La Folie des grandeurs,B.O.F. / La folie des grandeurs,1971-01-01,,Musique de film,,,,
407,158,2017-05-22T06:36:54+02:00,00:02:48:00,John Barry,Midnight cowboy,B.O.F. / Midnight cowboy,1985-01-01,,Musique de film,,,,
407,159,2017-05-22T06:39:42+02:00,00:03:36:00,Henry Mancini,Gunn : A bluish bag,BOF / Gunn - Who is killing the great chefs of europe / Vol.6,2014-01-01,,Musique de film,The National Philharmonic Orchestra,Orchestre,,
407,161,2017-05-22T06:43:22+02:00,00:17:54:00,John Barry,Yesternight Suite,BOF / Americans,2009-01-01,,Musique de film,Tony Terran;Dick Nash;Ronnie Lang;Artie Kane;Divers;John Barry,Trompette;Trombone;Saxophone alto;Piano;Chef d'orchestre,,
