channel,id,datetime,duration,composer,title,album,publication,instrumental,genre,interpreter,mop,best,best_matching_score,composer_uri
407,3,2017-08-14T00:00:04+02:00,00:04:29:00,,Willkommen,Cabaret,1979-01-01,,Musique de film,Liza Minnelli;Joel Grey;Greta Keller,,,,
407,4,2017-08-14T00:04:33+02:00,00:04:02:00,,Convoy,BOF / Convoy,1978-01-01,,Musique de film,Cw Mac Call,,,,
407,5,2017-08-14T00:08:35+02:00,00:02:10:00,Charles Strouse,Foggy mountain breakdown,BOF / Bonnie and Clyde,2009-01-01,,Musique de film,,,,,http://data.doremus.org/artist/d5de6b56-184a-36d0-bbac-560707c75e3e
407,6,2017-08-14T00:10:45+02:00,00:03:52:00,Charles Strouse,Bonnie meets clyde (sometimes I'm happy),BOF / Bonnie and Clyde,2009-01-01,,Musique de film,,,,,http://data.doremus.org/artist/d5de6b56-184a-36d0-bbac-560707c75e3e
407,7,2017-08-14T00:14:37+02:00,00:02:11:00,David Grusin,Whew,Bof/The graduate ( le laureat ),1968-01-01,,Musique de film,,,,,
407,8,2017-08-14T00:16:48+02:00,00:03:06:00,,The sound of silence,Bof/The graduate ( le laureat ),1968-01-01,,Musique de film,Simon & Garfunkel;Paul Simon;Art Garfunkel,,,,
407,10,2017-08-14T00:19:57+02:00,00:03:40:00,,Born to be wild,Bof / Easy rider,1976-01-01,,Musique de film,Steppenwolf,,,,
407,11,2017-08-14T00:23:37+02:00,00:01:15:00,John Mandel;Mike Altman,Moments to remember,Bof / Mash,1973-01-01,,Musique de film,Mash,,,,
407,12,2017-08-14T00:24:52+02:00,00:01:48:00,Al Kooper,The Landlord : The Landlord,BOF / The Landlord,,,Musique de film,The Landlords,,,,
407,13,2017-08-14T00:26:40+02:00,00:02:38:00,Al Kooper,The Landlord : Elgar's fantasy,BOF / The Landlord,,,Musique de film,Non Identife;Manny Green,Orchestre;Chef d'orchestre,,,
407,14,2017-08-14T00:29:18+02:00,00:02:48:00,John Barry,Midnight cowboy,B.O.F. / Midnight cowboy,1985-01-01,,Musique de film,,,,,http://data.doremus.org/artist/38dffefd-1f7a-3362-8574-9530288b0e06
407,15,2017-08-14T00:32:06+02:00,00:03:11:00,Burt Bacharach,On a bicycle built for joy (vocal - B. J. Thomas),Bof / Butch cassidy and the sundance kid,,,Musique de film,,,,,http://data.doremus.org/artist/5afabaf1-760f-3fbc-8595-14105f29d7a9
407,16,2017-08-14T00:35:17+02:00,00:02:48:00,Keith Carradine,It don't worry,Nashville (film),1975-01-01,,Musique de film,Keith Carradine,,,,
407,18,2017-08-14T00:38:09+02:00,00:02:59:00,Lalo Schifrin,Ice pick Mike (album recording),BOF / Bullitt,2009-01-01,,Musique de film,,,,,http://data.doremus.org/artist/37cf105f-3435-36bf-8932-778998c8aa4a
