channel,id,datetime,duration,composer,title,album,publication,instrumental,genre,interpreter,mop,best,best_matching_score
405,19,2017-05-22T01:02:35+02:00,00:02:32:00,,When my dream boat comes home,3 In Jazz,1963-01-01,,Jazz,Gary Burton;Sonny Rollins;Clark Terry,,,
405,21,2017-05-22T01:05:12+02:00,00:02:47:00,Burt Bacharach;Hal David,Trains and boats and plains,20 classic recordings,2001-01-01,,Jazz,Astrud Gilberto,,,
405,22,2017-05-22T01:07:59+02:00,00:03:48:00,,Armando's rhumba,Native sense,1997-01-01,,Jazz,Chick Corea;Gary Burton,Piano;Vibraphone,,
405,23,2017-05-22T01:11:47+02:00,00:05:50:00,,Caravan,A jazz live,2007-01-01,,Jazz,Tony Scott;Shane Endsley;Ben Wendel;Adam Benjamin;Kaveh Rastegar;Nate Wood,Trompette;Saxophone ténor;Piano;Basse;Batterie,,
405,24,2017-05-22T01:17:37+02:00,00:05:42:00,,Corcovado,For my lady,1991-01-01,,Jazz,Toots Thielemans;Horn Trio Shirley,,,
405,26,2017-05-22T01:23:22+02:00,00:03:06:00,,Manteca,Cristal records presents latin jazz,2016-01-01,,Jazz,Dizzy Gillespie & His Orchestra;Dizzy Gillespie,Trompette,,
405,27,2017-05-22T01:26:28+02:00,00:03:19:00,,Yesterdays,Dizzy Gillespie and his US State Department Jazz Orchestra,1982-01-01,,Jazz,Dizzy Gillespie;Dizzie Gillespie & His Us State Department Jazz Orchestra,Trompette;Orchestre,,
405,28,2017-05-22T01:29:47+02:00,00:04:56:00,,Dizzy atmosphere,Les incontournables / Oscar Perterson,1996-01-01,,Jazz,Oscar Peterson,,,
405,29,2017-05-22T01:34:43+02:00,00:04:10:00,,Dizzy's blues,Jazz al dente !,2010-01-01,,Jazz,Fabrizio Bosso,,,
405,31,2017-05-22T01:39:08+02:00,00:05:24:00,,Instant blues,61'32'' / André Ceccarelli Quartet,1999-01-01,,Jazz,Andre Ceccarelli Quartet;Andre Ceccarelli;Remi Vignolo;Antonio Farao;Sylvain Beuf,Batterie;Contrebasse;Piano;Saxophone,,
405,32,2017-05-22T01:44:32+02:00,00:03:51:00,Emmanuel Bex,Pour Alain,3,1998-01-01,,Jazz,Emmanuel Bex;Bireli Lagrene;Andre Ceccarelli;Philip Catherine;Aldo Romano;Claude Barthelemy;Stephane Huchard,Guitare électrique;Batterie;Guitare électrique;Batterie;Guitare électrique;Batterie,,
405,33,2017-05-22T01:48:23+02:00,00:06:55:00,,Vents qui parlent,3+3,2011-01-01,,Jazz,Aldo Romano;Louis Sclavis;Henri Texier;Enrico Rava;Nguyen Le;Bojan A,Batterie;Clarinette;Contrebasse;Trompette;Guitare;Piano,,
405,34,2017-05-22T01:55:18+02:00,00:13:54:00,,Guinia,Maghreb and friends live,,,Jazz,Nguyen Le;Karim Ziad;Michel Alibo;Aziz Sahmaoui;Bojan Z;Maghreb & Friends,Guitare électrique;Batterie;Basse électrique;Voix;Piano;Orchestre,,
405,36,2017-05-22T02:09:15+02:00,00:02:20:00,,Magic spells,Celebrating The dark side of the moon,2014-01-01,,Jazz,Le Nguyen;Ndr Bigband & Michael Gibbs;Youn Sun Nah;Gary Husband;Jurgen Attig,Guitare électrique;Batterie;Basse,,
405,37,2017-05-22T02:11:35+02:00,00:05:19:00,,Come rain or come shine,A tot jazz / 2,1989-01-01,,Jazz,Tete Montoliu;Erik Peter;Billy Brooks,Piano;Contrebasse;Batterie,,
405,38,2017-05-22T02:16:54+02:00,00:04:37:00,,Israel,A tot jazz / 2,1989-01-01,,Jazz,Tete Montoliu;Erik Peter;Billy Brooks,Piano;Contrebasse;Batterie,,
405,39,2017-05-22T02:21:31+02:00,00:05:59:00,,Moon on the sky,Alma,,,Jazz,Fresu Sosa Morelenbaum;Paolo Fresu;Omar Sosa;Jaques Morelenbaum,,,
405,40,2017-05-22T02:27:30+02:00,00:05:08:00,,Mountain view (for Vince Guaraldi),Alhambra love songs,2009-01-01,,Jazz,John Zorn;Greg Cohen;Ben Perowsky,Piano;Basse;Percussions,,
405,42,2017-05-22T02:32:47+02:00,00:03:38:00,Strachey,These Foolish Things,BD Music & Cabu Present Billie Holiday,2015-01-01,,Jazz,Billie Holiday,,,
405,43,2017-05-22T02:36:25+02:00,00:03:22:00,Johnson,My Sweet Hunk O'Trash,BD Music & Cabu Present Billie Holiday,2015-01-01,,Jazz,Billie Holiday,,,
405,44,2017-05-22T02:39:47+02:00,00:02:44:00,,That old feeling,Armstrong meets Oscar Peterson,1957-01-01,,Jazz,Louis Armstrong;Oscar Peterson;Ellis Herb;Ray Brown;Louis Bellson,Trompette;Piano;Guitare;Basse;Batterie,,
405,46,2017-05-22T02:42:54+02:00,00:03:01:00,Billy Strayhorn,Take the ""A"" Train,Best of BD Jazz,2015-01-01,,Jazz,Duke Ellington And His Orchestra,,http://data.doremus.org/expression/b5396267-fe11-3c54-a16e-df17ca5cb574,0.90
405,47,2017-05-22T02:45:55+02:00,00:03:31:00,,Tuxedo junction,Bd Jazz / Le jazz de Cabu une petite histoire de swing,2015-01-01,,Jazz,Glenn Miller And The Army Air Forces Training Command Band,Orchestre,,
405,48,2017-05-22T02:49:26+02:00,00:02:47:00,Jimmy Forest,Night Train,BD Music Presents Louis Prima,2015-01-01,,Jazz,Louis Prima,,,
405,50,2017-05-22T02:52:16+02:00,00:03:14:00,,The freedom train,Berlin Irvin/ The platinum collection/Song book,1999-01-01,,Jazz,The Pied Pipers;Benny Goodman;Divers,,,
405,51,2017-05-22T02:55:30+02:00,00:03:41:00,,Hymn to freedom,Church concert,1992-01-01,,Jazz,Papa Bue'S Viking Jazzband;Viggo Kanding,Orchestre;Chef d'orchestre,,
405,54,2017-05-22T03:00:09+02:00,00:06:17:00,,R.l.´s story,Wish I was in heaven sitting down,2000-01-01,,Jazz,Divers;Burnside Rl,,,
405,55,2017-05-22T03:06:26+02:00,00:02:27:00,,Mystery train,The Sun blues box / CD 3 & 4,2013-01-01,,Jazz,Little Junior'S Blue Flames,,,
405,56,2017-05-22T03:08:53+02:00,00:03:59:00,,For miss caulker,The singles plus,1987-01-01,,Pop-Rock et autres,The Animals,,,
405,57,2017-05-22T03:12:52+02:00,00:03:08:00,,Blue and lonesome,Blue & Lonesome,2016-01-01,,Pop-Rock et autres,The Rolling Stones;Mick Jagger;Keith Richard;Ronnie Wood;Charlie Watts;Darryl Jones;Chuck Leavell;Matt Clifford,Guitare;Guitare;Batterie;Basse;Claviers;Claviers,,
405,58,2017-05-22T03:16:00+02:00,00:03:20:00,,Dark was the night - cold was the ground,Praise God i'm satisfied,1989-01-01,,Jazz,Blind Willie Johnson,,,
405,60,2017-05-22T03:19:35+02:00,00:03:23:00,,I believe to my soul,The trackin' the hits/House of the rising sun,,,Pop-Rock et autres,The Animals,,,
405,61,2017-05-22T03:22:58+02:00,00:04:13:00,,Down home girl,The Rolling Stones Now!,1965-01-01,,Pop-Rock et autres,The Rolling Stones,,,
405,62,2017-05-22T03:27:11+02:00,00:04:02:00,,I'm in love,American folk blues festival 1962,,,Jazz,Memphis Slim;T-Bone Walker;Willie Dixon;Jump Jackson,Piano;Guitare;Basse;Batterie,,
405,63,2017-05-22T03:31:13+02:00,00:06:05:00,,Ain´t no use,So goes love,1998-01-01,,Jazz,Charles Brown;Leroy Kirkland;Sidney J. Wyche,,,
405,64,2017-05-22T03:37:18+02:00,00:03:51:00,,Hong kong,Live Paris 1988,1988-01-01,,Jazz,Screamin' Jay Hawkins;Chicken Hawks;Swing Feeling,Voix;Instrument électronique;Instrument électronique,,
405,66,2017-05-22T03:41:13+02:00,00:03:51:00,,I put a spell on you,Live Paris 1988,1988-01-01,,Jazz,Screamin' Jay Hawkins;Chicken Hawks;Swing Feeling,Voix;Instrument électronique;Instrument électronique,,
405,67,2017-05-22T03:45:04+02:00,00:04:34:00,,In the evening,Anthologie du blues vol.1,1968-01-01,,Jazz,Champion Jack Dupree,,,
405,68,2017-05-22T03:49:38+02:00,00:03:16:00,,Anna Lee,Chicago blues,,,Jazz,Robert Nighthawk,,,
405,69,2017-05-22T03:52:54+02:00,00:06:15:00,,You've got to keep on trying,Tribute To Orange,1990-01-01,,Jazz,Jimmy Dawkins;Divers,Guitare,,
405,71,2017-05-22T03:59:15+02:00,00:03:58:00,Stephane Grappelli,Les valseuses,In the mood for tuba,2014-01-01,,Musique de chambre,Thomas Leleu;Alexis Cardenas;Alexander Cardenas;Wissem Ben Ammar;Saraluz Acevedo;Martin Mathieu;Thomas Leleu Sextet,Tuba;Violon;Violon;Alto (instrument);Violoncelle;Contrebasse;Ensemble Instrumental,,
405,72,2017-05-22T04:03:13+02:00,00:03:35:00,Kurt Weill,Lost in the Stars : Trouble Man,Thousands of Miles,2017-01-01,,Musique chorale et vocale,Kate Lindsey;Baptiste Trotignon,Mezzo-soprano;Piano,http://data.doremus.org/expression/02edc1ed-3020-3b7c-b977-826b32956131,1.00
405,73,2017-05-22T04:06:48+02:00,00:04:50:00,,Es ist Vollbracht,Think Bach op 2,2017-01-01,,Musique soliste,Edouard Ferlet,Piano,,
405,74,2017-05-22T04:11:38+02:00,00:02:18:00,,Mécanique organique,Think Bach op 2,2017-01-01,,Musique soliste,Edouard Ferlet,Piano,,
405,75,2017-05-22T04:13:56+02:00,00:03:08:00,Jean Pierre Rebillard,Un verre de graves pour françou,Bear on a Tightrope,2017-01-01,,Jazz,Serge Merlaud;Jean Pierre Rebillard,Guitare;Contrebasse,,
405,77,2017-05-22T04:17:07+02:00,00:01:27:00,Kari Ikonen,Itämerengue,Orchestra Nazionale della Luna,2017-01-01,,Jazz,Orchestra Nazionale Della Luna,,,
405,78,2017-05-22T04:18:34+02:00,00:06:07:00,Manuel Hermia,Karibou,Orchestra Nazionale della Luna,2017-01-01,,Jazz,Orchestra Nazionale Della Luna,,,
405,79,2017-05-22T04:24:41+02:00,00:12:09:00,Serge Teyssot-Gay;Gaspar Claus;Kakushin Nishihara,La tempête,Yoshitsune,2017-01-01,,Jazz,Kintsugi;Serge Teyssot-Gay;Kakushin Nishihara;Gaspar Claus,Guitare électrique Traitement électronique;Biwa (luth) Chant Instrument électronique;Violoncelle Traitement électronique,,
405,81,2017-05-22T04:37:13+02:00,00:05:01:00,Christophe Wallemme,Rock My Home (feat. Ibrahim Maalouf),Rock my home (feat. Ibrahim Maalouf),2017-01-01,,Jazz,Christophe Wallemme,,,
405,82,2017-05-22T04:42:14+02:00,00:04:24:00,Serge Gainsbourg,L'eau à la bouche,French songs,2017-01-01,,Jazz,Olivier Ker Ourio;Sylvain Luc;Laurent Vernerey;Lukmil Perez,Harmonica;Guitare électrique;Basse électrique;Batterie,http://data.doremus.org/expression/65e8936f-dd26-353d-a839-f1f018cc3d33,1.00
405,83,2017-05-22T04:46:38+02:00,00:11:03:00,Omar Rahbany,Programmusik : Babel (feat. Keith Carlock Wayne Krantz & Cuong Vu),Passport,2017-01-01,,Jazz,Omar Rahbany,,,
405,85,2017-05-22T04:57:50+02:00,00:03:55:00,,Brothers,Brothers,2015-01-01,,Jazz,Etienne Deconfin;Geraud Portal;Ben Solomon;Kush Abadey,Piano;Contrebasse;Saxophone ténor;Batterie,,
405,86,2017-05-22T05:01:45+02:00,00:03:21:00,Duke Ellington,Magenta haze,A tone parallel to Harlem,2017-01-01,,Jazz,Claude Bolling,,,
405,87,2017-05-22T05:05:06+02:00,00:03:33:00,Billy Strayhorn,Chelsea bridge,Chelsea Bridge,2017-01-01,,Jazz,Booty Wood,,http://data.doremus.org/expression/4c62bdc1-86bc-3830-8d0f-71d898494f7a,1.00
405,88,2017-05-22T05:08:39+02:00,00:05:25:00,,Three to get ready,Time out,,,Jazz,The Dave Brubeck Quartet;Dave Brubeck;Paul Desmond;Eugene Wright;Joe Morello,Piano;Saxophone alto;Contrebasse;Batterie,,
405,90,2017-05-22T05:14:19+02:00,00:04:15:00,Richard Galliano,Tango pour Claude,In the mood for tuba,2014-01-01,,Musique symphonique,Thomas Leleu Sextet;Thomas Leleu;Alexis Cardenas;Alexander Cardenas;Wissem Ben Ammar;Saraluz Acevedo;Mathieu Martin,Tuba;Violon;Viole de gambe;Alto (instrument);Violoncelle;Contrebasse,,
405,91,2017-05-22T05:18:34+02:00,00:04:13:00,Tamara Mozes,Ping pong,Moozing,2017-01-01,,Jazz,Tamara Mozes,,,
405,92,2017-05-22T05:22:47+02:00,00:06:54:00,Antoine Galvani,Home run,Suite astrale,2017-01-01,,Jazz,Antoine Galvani,,,
405,93,2017-05-22T05:29:41+02:00,00:06:21:00,Manuel Hermia,The truth,Orchestra Nazionale della Luna,2017-01-01,,Jazz,Orchestra Nazionale Della Luna,,,
405,95,2017-05-22T05:36:13+02:00,00:03:15:00,David Enhco,Silver lining,Horizons,2017-01-01,,Jazz,David Enhco;Roberto Negro;Florent Nisse;Gautier Garrigue,Trompette;Piano;Contrebasse;Batterie,,
405,96,2017-05-22T05:39:28+02:00,00:02:16:00,Georges Paczynski;Stephane Tsapis;Marc Buronfosse,L'ascension sans fin,Le voyageur sans bagage,2017-01-01,,Jazz,Georges Paczynski Trio,,,
405,97,2017-05-22T05:41:44+02:00,00:07:11:00,Jacques Ponzio,Río de oro,Experience,2017-01-01,,Jazz,Jacques Ponzio,,,
405,98,2017-05-22T05:48:55+02:00,00:04:26:00,Jacques Ponzio,Spaten nocturne,Experience,2017-01-01,,Jazz,Jacques Ponzio,,,
405,100,2017-05-22T05:53:36+02:00,00:05:12:00,Pierre Lordet,Blue salad eating,Blind man running,2017-01-01,,Jazz,Asylon Terra,,,
405,101,2017-05-22T05:58:48+02:00,00:02:41:00,Pierre Lordet,Ginger cooking,Blind man running,2017-01-01,,Jazz,Asylon Terra,,,
405,102,2017-05-22T06:01:29+02:00,00:03:41:00,Muziek De Singe,Danse des oursins,Écouter voir,2017-01-01,,Jazz,Muziek De Singe,,,
405,105,2017-05-22T06:00:15+02:00,00:00:37:00,Thomas De Pourquery,Titan,Sons of love,2017-01-01,,Jazz,Supersonic,,,
405,106,2017-05-22T06:00:52+02:00,00:05:32:00,Thomas De Pourquery,Mermaids,Sons of love,2017-01-01,,Jazz,Supersonic,,,
405,107,2017-05-22T06:06:24+02:00,00:05:16:00,,Jenseits von gut und böse,Kind of red,2015-01-01,,Jazz,Das Kapital;Daniel Erdmann;Hasse Poulsen;Edward Perraud,Saxophone ténor;Guitare;Batterie,,
405,108,2017-05-22T06:11:40+02:00,00:05:30:00,,Cantaloupe island,Cantaloupe island: Hancock on Blue Note,1994-01-01,,Jazz,Herbie Hancock;George Coleman;Freddie Hubbard;Ron Carter;Tony Williams,Piano;Saxophone ténor;Trompette;Contrebasse;Percussions,,
405,109,2017-05-22T06:17:10+02:00,00:04:52:00,,Entrailles,Synaesthetic trip 02,2015-01-01,,Jazz,Edward Perraud;Benoit Delbecq;Bart Maris;Arnault Cuisinier;Daniel Erdmann;Thomas De Pourquery,Batterie;Trompette;Basse;Saxophone ténor;Saxophone alto,,
405,111,2017-05-22T06:22:05+02:00,00:10:17:00,,4/4 cm3 / horizons,Dreams in tune,2004-01-01,,Jazz,Andy Emler Megaoctet;Andy Emler;Mederic Collignon;Laurent Dehors;Thomas De Pourquery;Francois Thuillier;Divers,Piano;Bugle;Saxophone ténor;Saxophone soprano;Tuba,,
405,112,2017-05-22T06:32:22+02:00,00:07:01:00,,Derrière la colline,Chut ! /Rebirth,2016-01-01,,Jazz,Fabrice Martinez;Fred Escoffier;Bruno Chevillon;Eric Echampard,Trompette;Claviers;Basse électrique;Percussions,,
405,114,2017-05-22T06:39:26+02:00,00:06:01:00,,Django,Earthly bird,2014-01-01,,Jazz,Earthly Bird;Sebastien Coste;Benat Achiary;Julien Desprez;Edward Perraud,Saxophone soprano;Guitare électrique;Batterie,,
405,115,2017-05-22T06:45:27+02:00,00:02:16:00,,Descent,Pearl of swines,2014-01-01,,Jazz,Pearl Of Swines;Gilles Coronado;Sarah Murcia;Franck Vaillant;Frederick Galiay,Guitare;Voix;Batterie;Basse,,
405,116,2017-05-22T06:47:43+02:00,00:05:57:00,,Suranné,Synaesthetic trip 02,2015-01-01,,Jazz,Edward Perraud;Benoit Delbecq;Bart Maris;Arnault Cuisinier;Daniel Erdmann;Thomas De Pourquery,Batterie;Trompette;Basse;Saxophone ténor;Saxophone alto,,
405,117,2017-05-22T06:53:40+02:00,00:07:33:00,,Out of the storm,Out of the storm,1966-01-01,,Jazz,Ed Thigpen;Herbie Hancock;Kenny Burrell;Ron Carter;Clark Terry,,,
405,119,2017-05-22T07:01:25+02:00,00:06:42:00,Thomas De Pourquery,From planet to planet,Sons of love,2017-01-01,,Jazz,Supersonic,,,
405,120,2017-05-22T07:08:07+02:00,00:12:03:00,,Love in outer space,Somewhere else,1989-01-01,,Jazz,Sun Ra;Billy Higgins;Buster Smith;John Ore;Julian Priester,Piano;Percussions;Percussions;Basse;Trombone,,
405,121,2017-05-22T07:20:10+02:00,00:05:03:00,,Knuckle walking,Solo/Préhistoire(s).,2009-01-01,,Jazz,Edward Perraud,Batterie,,
405,123,2017-05-22T07:25:16+02:00,00:03:58:00,,Valentina Tereskova,Woman's land,2011-01-01,,Jazz,Stefano Di Battista,,,
405,124,2017-05-22T07:29:14+02:00,00:26:17:00,,Seven by seven,Pharoah's first,,,Jazz,Pharoah Sanders;Stan Foster;Jane Getz;William Bennett;Marvin Pattillo,Saxophone ténor;Trompette;Piano;Contrebasse;Batterie,,
405,126,2017-05-22T07:55:43+02:00,00:04:10:00,,Seven,Solo,2003-01-01,,Jazz,Baptiste Trotignon,Piano,,
405,127,2017-05-22T07:59:53+02:00,00:07:13:00,,Stars fell on alabama,Volare,,,Jazz,Di Battista Stefano & Boltro Flavio Quintet;Stefano Di Battista;Flavio Boltro;Divers,Saxophone;Trompette,,
405,129,2017-05-22T08:07:09+02:00,00:09:50:00,,Mahakali,Hear & now,2007-01-01,,Jazz,Don Cherry;Michael Brecker;Stan Samole,Trompette;Saxophone;Guitare,,
405,130,2017-05-22T08:16:59+02:00,00:05:23:00,,I have a dream,A personal landscape,2001-01-01,,Jazz,Laurent Cugny / Lumiere;Laurent Cugny;Denis Barbier;Pierre-Olivier Govin;Thomas De Pourquery;Claude Egea,Claviers;Flûte;Saxophone baryton;Saxophone alto;Trompette,,
405,131,2017-05-22T08:22:22+02:00,00:06:15:00,Thomas De Pourquery,Revolutions,Sons of love,2017-01-01,,Jazz,Supersonic,,,
405,133,2017-05-22T08:28:40+02:00,00:06:42:00,,Seventh arrow,Music of Weather Report,2016-01-01,,Jazz,Miroslav Vitous;Gary Campbell;Roberto Bonisolo;Aydin Esen;Gerald Cleaver;Nasheet Waits,Claviers;Batterie;Batterie,,
405,134,2017-05-22T08:35:22+02:00,00:03:51:00,,Love in outer space,Singles : The definitive 45s collection 1952-1991,2016-01-01,,Jazz,Sun Ra And His Arkestra,,,
405,136,2017-05-22T08:39:16+02:00,00:06:59:00,,Watusi Egyptian march,Play Sun Ra,2013-01-01,,Jazz,Thomas De Pourquery & Supersonic,,,
405,137,2017-05-22T08:46:15+02:00,00:07:29:00,,Hang up your hang ups,The complete Columbia album collection 1972 - 1988 / Man-Child / CD 7,2013-01-01,,Jazz,Herbie Hancock;Wayne Shorter;Bennie Maupin;Stevie Wonder;Blackbird Mcnight;Mike Clark,Piano;Saxophone soprano;Saxophone ténor;Harmonica;Guitare;Percussions,,
405,138,2017-05-22T08:53:44+02:00,00:01:31:00,Thomas De Pourquery,Let it come,Sons of love,2017-01-01,,Jazz,Supersonic,,,
405,139,2017-05-22T08:55:15+02:00,00:01:43:00,,Minicrobe,Dreams in tune,2004-01-01,,Jazz,Andy Emler Megaoctet;Andy Emler;Mederic Collignon;Laurent Dehors;Thomas De Pourquery;Francois Thuillier;Divers,Piano;Bugle;Saxophone ténor;Saxophone soprano;Tuba,,
405,140,2017-05-22T08:56:58+02:00,00:04:08:00,,Enlightenment,Play Sun Ra,2013-01-01,,Jazz,Thomas De Pourquery & Supersonic,,,
405,141,2017-05-22T09:01:06+02:00,00:02:28:00,,Speak like a child [rehearsal take],The complete Columbia studio recordings 5,,,Jazz,Miles Davis;Shorter;Hancock;Carter;Williams,Trompette;Orchestre;Orchestre;Orchestre;Orchestre,,
405,144,2017-05-22T09:00:15+02:00,00:03:43:00,,Tin tin deo,Tin tin deo,2001-01-01,,Jazz,Lalo Schifrin,,,
405,145,2017-05-22T09:03:58+02:00,00:02:49:00,,Harlem nocturne,Tin tin deo,2001-01-01,,Jazz,Lalo Schifrin,,,
405,146,2017-05-22T09:06:47+02:00,00:07:18:00,,The blues god and me,Harlem nocturne,1997-01-01,,Jazz,Jean Michel Proust;Divers,Saxophone,,
405,148,2017-05-22T09:14:14+02:00,00:05:07:00,,The pink panther,Mainly Mancini,,,Jazz,Tony Coe;Tony Hymas;Chris Laurence,Saxophone ténor;Piano;Contrebasse,,
405,149,2017-05-22T09:19:21+02:00,00:02:19:00,,Desafinado,A bossa nova de Roberto Menescal e seu conjunto,2004-01-01,,Musique du monde,Roberto Menescal;Ugo Marotta;Eumir Deodato;Henri;Pierre Juquin,Guitare électrique;Vibraphone;Piano;Flûte;Batterie,,
405,150,2017-05-22T09:21:40+02:00,00:02:50:00,Antonio Carlos Jobim,Quiet nights of quiet stars (corcovado),We get requests,1965-01-01,,Jazz,Peterson Oscar Trio;Oscar Peterson;Ray Brown;Ed Thigpen,Piano;Contrebasse,,
405,151,2017-05-22T09:24:30+02:00,00:02:14:00,,Going' out of my head,Goin' out of my head / Tequila / Cd 3,2011-01-01,,Jazz,Wes Montgomery,Guitare électrique,,
405,152,2017-05-22T09:26:44+02:00,00:03:36:00,,Liquid spirit,Liquid spirit (Edition limitée),2014-01-01,,Jazz,Gregory Porter;Chip Crawford;Aaron James;Emmanuel Harrold;Divers,Piano;Basse;Batterie,,
405,153,2017-05-22T09:30:20+02:00,00:03:40:00,,The happy Elf,Harry for the holidays,,,Jazz,Harry Connick Jr,,,
405,155,2017-05-22T09:34:06+02:00,00:09:02:00,,Moanin',Nostalgia in times square,1993-01-01,,Jazz,Mingus Big Band 93,,,
405,156,2017-05-22T09:43:08+02:00,00:05:37:00,,Blue in green,Columbia jazz : Kind of blue / CD 11,2013-01-01,,Jazz,Davis Miles;Paul Chambers;James Cobb;John Coltrane;Evans Bill,Trompette;Basse;Batterie;Saxophone ténor;Piano,,
405,157,2017-05-22T09:48:45+02:00,00:05:44:00,,Milestones,Miles Davis & John Coltrane/The complete Columbia recordings 1955-1961,,,Jazz,Miles Davis & John Coltrane,,,
405,159,2017-05-22T09:54:33+02:00,00:03:50:00,,Will O' the wisp,Sketches of Spain,,,Jazz,Miles Davis,Trompette,,
405,160,2017-05-22T09:58:23+02:00,00:02:34:00,,White rabbit,Surrealistic pillow,1967-01-01,,Pop-Rock et autres,Jefferson Airplane,,,
405,161,2017-05-22T10:00:57+02:00,00:03:57:00,,Back to basic,Pictures in a frame,1979-01-01,,Jazz,Max Roach Quartet;Max Roach;Cecil Bridgewater;Odean Pope;Calvin Hill,Basse,,
405,163,2017-05-22T10:05:05+02:00,00:04:48:00,Lefco;Junior Wells,You look good to me,We get requests,1965-01-01,,Jazz,Peterson Oscar Trio;Oscar Peterson;Ray Brown;Ed Thigpen,Piano;Contrebasse,,
405,164,2017-05-22T10:09:53+02:00,00:06:30:00,,Always line 9,Drum'n koto,,,Jazz,Chris Jennings;Miyazaki Mieko;Patrick Goraguer;Le Nguyen;Kudsi Erguner,Contrebasse;Batterie;Guitare,,
405,165,2017-05-22T10:16:23+02:00,00:05:26:00,,Trieste klok,Drum'n koto,,,Jazz,Chris Jennings;Miyazaki Mieko;Patrick Goraguer;Le Nguyen;Kudsi Erguner,Contrebasse;Batterie;Guitare,,
405,167,2017-05-22T10:22:01+02:00,00:07:10:00,,La maschera,Vento,,,Jazz,Barbara Casini;Enrico Rava,Guitare;Trompette,,
405,168,2017-05-22T10:29:11+02:00,00:09:58:00,,My funny valentine,Shades of Chet,2001-01-01,,Jazz,Enrico Rava;Paolo Fresu;Stefano Bollani;Enzo Pietropaoli;Roberto Gatto,Trompette;Trompette;Piano;Contrebasse;Batterie,,
405,169,2017-05-22T10:39:09+02:00,00:05:02:00,,Georia on my mind,Black ballads,1992-01-01,,Jazz,Archie Shepp;Horace Parlan;Wayne Dockery;Steve Mac Raven,Saxophone;Piano;Contrebasse;Batterie,,
405,171,2017-05-22T10:44:34+02:00,00:06:44:00,,Call me by my rightful name,New thing at Newport,2000-01-01,,Jazz,John Coltrane And Archie Shepp,,,
405,172,2017-05-22T10:51:18+02:00,00:09:52:00,,Take five,Les incontournables / Dave Brubeck,1996-01-01,,Jazz,Dave Brubeck,Piano,,
405,173,2017-05-22T11:01:10+02:00,00:05:29:00,,Dirty Harry's creed,Moovies,2015-01-01,,Jazz,Mederic Collignon & Le Jus De Bocse,,,
405,175,2017-05-22T11:06:42+02:00,00:03:50:00,,Money runner,Moovies,2015-01-01,,Jazz,Mederic Collignon & Le Jus De Bocse,,,
405,176,2017-05-22T11:10:32+02:00,00:04:01:00,,End titles,Moovies,2015-01-01,,Jazz,Mederic Collignon & Le Jus De Bocse,,,
