channel,id,datetime,duration,composer,title,album,publication,instrumental,genre,interpreter,mop,best,best_matching_score,composer_uri
405,3,2017-10-02T00:00:12+02:00,00:07:30:00,,Be hop,Agora,2017-01-01,,Jazz,Potlatch;Florent Ormond;Constantin Meyer;Jordan Teixeira;Louis Vicerial;Hugo Dordor,Saxophone soprano Doudouk (hautbois);Trombone Doudouk (hautbois);Guitare électrique;Basse électrique;Batterie,,,
405,4,2017-10-02T00:07:42+02:00,00:06:54:00,Moppa Elliott,Whitehall,Paint,2017-01-01,,Jazz,Mostly Other People Do The Killing;Ron Stabinsky;Moppa Elliott;Kevin Shea,Piano;Contrebasse;Batterie,,,
405,5,2017-10-02T00:14:36+02:00,00:03:32:00,,Hackensack / Epistrophy,Piano solo,2017-01-01,,Jazz,Thelonious Monk;Jean-Louis Viale,Piano;Percussions,,,
405,6,2017-10-02T00:18:08+02:00,00:03:27:00,,Smoke gets in your eyes,Piano solo,2017-01-01,,Jazz,Thelonious Monk,Piano,,,
405,8,2017-10-02T00:21:41+02:00,00:03:44:00,Jean Pierre Sasson,Portrait of Django,In Paris 1956,2017-01-01,,Jazz,Lucky Thompson & Gerard Pochonet All Stars;Lucky Thompson;Gerard Pochonet;Fernand Verstraete;Andre Paquinet;Jo Hrasko;Marcel Hrasko;Martial Solal;Jean Pierre Sasson;Benoit Quersin,Saxophone ténor;Batterie;Trompette;Trombone;Saxophone alto;Saxophone baryton;Piano;Guitare électrique;Contrebasse,,,
405,9,2017-10-02T00:25:25+02:00,00:00:41:00,Django Reinhardt,Swing 41,Monsieur Django & Lady Swing,2017-01-01,,Jazz,The Amazing Keystone Big Band;Guillaume Gallienne;Stochelo Rosenberg;Vincent Labarre;Thierry Seneau;Felicien Bouchot;David Enhco;Bastien Ballaz;Loic Bachevillier;Alois Benoit;Sylvain Thomas;Ghyslain Regard;Kenny Jeanney;Pierre Desassis;Jon Boutellier;Eric Prost;Fred Nardin;Thibaut Francois;Patrick Maradan;Romain Sarron,Voix;Guitare;Trompette;Trompette;Trompette;Trompette;Trombone;Trombone;Trombone;Trombone basse Tuba;Flûte traversière Saxophone baryton;Saxophone alto Saxophone soprano;Saxophone alto Clarinette;Saxophone ténor Clarinette basse;Saxophone ténor;Piano;Guitare;Contrebasse;Batterie,,,http://data.doremus.org/artist/04f64718-e9c9-3e39-926c-8fdf59ab8e84
405,10,2017-10-02T00:26:06+02:00,00:02:12:00,Django Reinhardt,Nuages,Monsieur Django & Lady Swing,2017-01-01,,Jazz,The Amazing Keystone Big Band;Guillaume Gallienne;Stochelo Rosenberg;Vincent Labarre;Thierry Seneau;Felicien Bouchot;David Enhco;Bastien Ballaz;Loic Bachevillier;Alois Benoit;Sylvain Thomas;Ghyslain Regard;Kenny Jeanney;Pierre Desassis;Jon Boutellier;Eric Prost;Fred Nardin;Thibaut Francois;Patrick Maradan;Romain Sarron,Voix;Guitare;Trompette;Trompette;Trompette;Trompette;Trombone;Trombone;Trombone;Trombone basse Tuba;Flûte traversière Saxophone baryton;Saxophone alto Saxophone soprano;Saxophone alto Clarinette;Saxophone ténor Clarinette basse;Saxophone ténor;Piano;Guitare;Contrebasse;Batterie,http://data.doremus.org/expression/03cc97e1-b8fb-302d-98a1-09abab73da22,1.00,http://data.doremus.org/artist/04f64718-e9c9-3e39-926c-8fdf59ab8e84
405,11,2017-10-02T00:28:18+02:00,00:01:48:00,Django Reinhardt,Vette,Monsieur Django & Lady Swing,2017-01-01,,Jazz,The Amazing Keystone Big Band;Guillaume Gallienne;Stochelo Rosenberg;Vincent Labarre;Thierry Seneau;Felicien Bouchot;David Enhco;Bastien Ballaz;Loic Bachevillier;Alois Benoit;Sylvain Thomas;Ghyslain Regard;Kenny Jeanney;Pierre Desassis;Jon Boutellier;Eric Prost;Fred Nardin;Thibaut Francois;Patrick Maradan;Romain Sarron,Voix;Guitare;Trompette;Trompette;Trompette;Trompette;Trombone;Trombone;Trombone;Trombone basse Tuba;Flûte traversière Saxophone baryton;Saxophone alto Saxophone soprano;Saxophone alto Clarinette;Saxophone ténor Clarinette basse;Saxophone ténor;Piano;Guitare;Contrebasse;Batterie,,,http://data.doremus.org/artist/04f64718-e9c9-3e39-926c-8fdf59ab8e84
405,12,2017-10-02T00:30:06+02:00,00:02:26:00,Django Reinhardt,Belleville,Monsieur Django & Lady Swing,2017-01-01,,Jazz,The Amazing Keystone Big Band;Guillaume Gallienne;Stochelo Rosenberg;Vincent Labarre;Thierry Seneau;Felicien Bouchot;David Enhco;Bastien Ballaz;Loic Bachevillier;Alois Benoit;Sylvain Thomas;Ghyslain Regard;Kenny Jeanney;Pierre Desassis;Jon Boutellier;Eric Prost;Fred Nardin;Thibaut Francois;Patrick Maradan;Romain Sarron,Voix;Guitare;Trompette;Trompette;Trompette;Trompette;Trombone;Trombone;Trombone;Trombone basse Tuba;Flûte traversière Saxophone baryton;Saxophone alto Saxophone soprano;Saxophone alto Clarinette;Saxophone ténor Clarinette basse;Saxophone ténor;Piano;Guitare;Contrebasse;Batterie,,,http://data.doremus.org/artist/04f64718-e9c9-3e39-926c-8fdf59ab8e84
405,13,2017-10-02T00:32:32+02:00,00:04:07:00,Django Reinhardt,Manoir de mes rêves,Monsieur Django & Lady Swing,2017-01-01,,Jazz,The Amazing Keystone Big Band;Guillaume Gallienne;Stochelo Rosenberg;Vincent Labarre;Thierry Seneau;Felicien Bouchot;David Enhco;Bastien Ballaz;Loic Bachevillier;Alois Benoit;Sylvain Thomas;Ghyslain Regard;Kenny Jeanney;Pierre Desassis;Jon Boutellier;Eric Prost;Fred Nardin;Thibaut Francois;Patrick Maradan;Romain Sarron,Voix;Guitare;Trompette;Trompette;Trompette;Trompette;Trombone;Trombone;Trombone;Trombone basse Tuba;Flûte traversière Saxophone baryton;Saxophone alto Saxophone soprano;Saxophone alto Clarinette;Saxophone ténor Clarinette basse;Saxophone ténor;Piano;Guitare;Contrebasse;Batterie,,,http://data.doremus.org/artist/04f64718-e9c9-3e39-926c-8fdf59ab8e84
