channel,id,datetime,duration,composer,title,album,publication,instrumental,genre,interpreter,mop,best,best_matching_score,composer_uri
405,3,2017-08-21T00:00:12+02:00,00:03:29:00,,Blues in the closet,Bass and bosses,,,Jazz,Pierre Michelot;Toots Thielemans;Pierre Blanchard;Maurice Vander;Billy Higgins,Contrebasse;Harmonica;Violon;Piano;Percussions,,,
405,4,2017-08-21T00:03:41+02:00,00:04:26:00,Jorgen Emborg,What's left,What's left,2017-01-01,,Jazz,Jørgen Emborg Quartet & Mathias Heise;Jørgen Emborg Quartet;Jorgen Emborg;Mathias Heise;Peter Michael Hansen;Karsten Bagge,Piano Piano électrique Sifflet;Harmonica;Contrebasse Basse électrique;Batterie Percussions,,,
405,5,2017-08-21T00:08:07+02:00,00:02:00:00,Stephane Grappelli,Jeanne 2,Valseuses (les) (film),1994-01-01,,Musique de film,Divers,,,,http://data.doremus.org/artist/2019b0fb-aec4-384f-aba7-754831a27078
405,6,2017-08-21T00:10:07+02:00,00:04:16:00,,My serenade,Live at le Quecumbar London,2007-01-01,,Jazz,Angelo Debarre Quartet;Angelo Debarre;Christian Garrick;Dave Kelbie;Andy Crowdy,Guitare;Violon;Contrebasse;Guitare,,,
405,7,2017-08-21T00:14:23+02:00,00:06:25:00,,Pipeline théory,La fasciculation,2017-01-01,,Jazz,Les Fils Canouche,,,,
405,9,2017-08-21T00:20:54+02:00,00:02:46:00,,Amour mon cher amour,La roulotte,2002-01-01,,Jazz,Patrick Saussois;Divers,Guitare,,,
405,10,2017-08-21T00:23:40+02:00,00:07:07:00,,Spleen,Panamanhattan,,,Jazz,Ron Carter;Richard Galliano,Contrebasse;Chant,,,
405,11,2017-08-21T00:30:47+02:00,00:17:13:00,,Parisian sketches - the tower - the champs - the caves - the left bank - the arch,Parisian sketches,1960-01-01,,Jazz,Max Roach;Tommy Turrentine;Julian Priester;Stanley Turrentine;Bob Boswell,Batterie;Trompette;Trombone;Saxophone ténor;Contrebasse,,,
405,13,2017-08-21T00:48:04+02:00,00:03:59:00,,You are missed,Drum'n koto,,,Jazz,Chris Jennings;Miyazaki Mieko;Patrick Goraguer;Le Nguyen;Kudsi Erguner,Contrebasse;Batterie;Guitare,,,
405,14,2017-08-21T00:52:03+02:00,00:04:56:00,,Swing 0011,Le swing des carpates,2002-01-01,,Musique traditionnelle,Roberto De Brasov;Matriona Iankovskaia;Sorinel Nelu Sandu;Alexandre Vallaeys;Ginel Negoi;Valerian Borta;Fabian Andreescu;Yorgos Dimitriadis,Accordéon;Voix;Guitare;Guitare;Contrebasse;Flûte;Cymbalum;Batterie,,,
405,15,2017-08-21T00:56:59+02:00,00:10:05:00,,Angry little pig,Pannon blue,2016-01-01,,Jazz,Kristof Bacso Triad & Lionel Loueke;Kristof Bacso;Lionel Loueke;Arpad Tzumo;Marton Juhasz,Saxophone Traitement électronique;Guitare Voix;Piano Piano électrique Claviers;Batterie,,,
405,17,2017-08-21T01:07:15+02:00,00:04:23:00,,Ami o,Mwaliko,2010-01-01,,Musique du monde,Lionel Loueke;Angelique Kidjo;Esperanza Spalding;Richard Bona;Massimo Biolcati;Ferenc Nemeth;Marcus Gilmore,Guitare;Voix;Basse;Basse;Basse;Batterie;Batterie,,,
405,18,2017-08-21T01:11:38+02:00,00:08:11:00,,Urick mela,Cirio (live at the Blue Note),2008-01-01,,Jazz,Francisco Mela;Jason Moran;Larry Grenadier;Mark Turner;Lionel Loueke,Voix;Piano;Basse;Saxophone ténor;Guitare,,,
405,19,2017-08-21T01:19:49+02:00,00:14:39:00,,Old west,Nearness,,,Jazz,Joshua Redman;Brad Mehldau,Saxophone soprano;Piano,,,
405,21,2017-08-21T01:34:37+02:00,00:05:35:00,,Let's,Let's play the music of Thad Jones,1993-01-01,,Jazz,Tommy Flanagan;Jesper Lundgaard;Lewis Nash,Piano;Basse;Percussions,,,
405,22,2017-08-21T01:40:12+02:00,00:07:09:00,,Elusive,Let's play the music of Thad Jones,1993-01-01,,Jazz,Tommy Flanagan;Jesper Lundgaard;Lewis Nash,Piano;Basse;Percussions,,,
405,23,2017-08-21T01:47:21+02:00,00:04:51:00,,What is this thing called love ?,The Back Burner,1995-01-01,,Jazz,Laurent De Wilde;Ira Coleman;Billy Drummond;Antonio Hart;Eddie Henderson,Piano;Contrebasse;Batterie;Saxophone alto;Trompette,,,
405,25,2017-08-21T01:52:27+02:00,00:05:44:00,,L'homme rigolo,Frelon rouge,,,Jazz,Le Cube;Alban Darche;Sebastien Boisseau;Christophe Lavergne,Contrebasse;Batterie,,,
405,26,2017-08-21T01:58:11+02:00,00:20:56:00,,The dark tree,The dark tree / Vol. 1,1990-01-01,,Jazz,Horace Tapscott;John Carter;Cecil Mac Bee;Andrew Cyrille,Piano;Clarinette;Contrebasse;Batterie,,,
405,28,2017-08-21T02:19:13+02:00,00:08:18:00,,No. 3,The Nurturer,,,Jazz,Geri Allen;Marcus Belgrave;Kenny Garrett;Robert Hurst;Jeff Watts;Eli Fountain,Piano;Trompette;Saxophone alto;Basse;Clarinette;Percussions,,,
405,29,2017-08-21T02:27:31+02:00,00:06:07:00,,That! afternoon in Paris,Evolution II,2001-01-01,,Jazz,John Lewis,,,,
405,30,2017-08-21T02:33:38+02:00,00:04:40:00,,Song to my son,Blowin,1981-01-01,,Jazz,Paquito Rivera,Saxophone,,,
405,32,2017-08-21T02:38:21+02:00,00:04:54:00,,Aquellos ojos verdes,Buena vista social club,1999-01-01,,Musique du monde,Ibrahim Ferrer,,,,
405,33,2017-08-21T02:43:15+02:00,00:03:08:00,,Function at the junction,Goin' latin,,,Jazz,Ramsey Lewis,,,,
405,34,2017-08-21T02:46:23+02:00,00:05:44:00,,Brazilian beat,Barney plays Kessel,,,Jazz,Barney Kessel;Jimmy Rowles;Chuck Domanico;Vic Feldman;Jake Hanna;Milt Holland,Guitare;Claviers;Contrebasse;Vibraphone;Batterie;Percussions,,,
405,35,2017-08-21T02:52:07+02:00,00:10:57:00,,Always august,Nearness,,,Jazz,Joshua Redman;Brad Mehldau,Saxophone soprano;Piano,,,
